date,time,quarter1,quarter2,quarter3,quarter4,generation,forecast
2026-03-19T09:50:00+03:00,2026-03-19T09:50:00+03:00,4700.91,6416.78,8798.85,10000.0,5288.6,7795.12
2026-03-19T10:00:00+03:00,2026-03-19T10:00:00+03:00,4692.26,6410.95,8796.94,10000.0,5297.05,7792.83
2026-03-19T10:10:00+03:00,2026-03-19T10:10:00+03:00,4692.46,6412.41,8800.15,10000.0,5299.47,7796.13
2026-03-19T10:20:00+03:00,2026-03-19T10:20:00+03:00,4692.66,6413.87,8803.36,10000.0,5319.54,7799.42
2026-03-19T10:30:00+03:00,2026-03-19T10:30:00+03:00,4692.86,6415.33,8806.57,10000.0,5285.44,7802.72
2026-03-19T10:40:00+03:00,2026-03-19T10:40:00+03:00,4693.06,6416.79,8809.78,10000.0,5250.7,7806.02
2026-03-19T10:50:00+03:00,2026-03-19T10:50:00+03:00,4693.25,6418.25,8812.99,10000.0,5247.9,7809.32
2026-03-19T11:00:00+03:00,2026-03-19T11:00:00+03:00,4693.45,6419.71,8816.2,10000.0,5253.5,7812.61
2026-03-19T11:10:00+03:00,2026-03-19T11:10:00+03:00,4690.63,6416.89,8813.4,10000.0,5208.33,7810.77
2026-03-19T11:20:00+03:00,2026-03-19T11:20:00+03:00,4687.8,6414.07,8810.59,10000.0,5186.16,7808.93
2026-03-19T11:30:00+03:00,2026-03-19T11:30:00+03:00,4684.97,6411.26,8807.79,10000.0,5198.85,7807.1
2026-03-19T11:40:00+03:00,2026-03-19T11:40:00+03:00,4682.14,6408.44,8804.98,10000.0,5184.92,7805.26
2026-03-19T11:50:00+03:00,2026-03-19T11:50:00+03:00,4679.31,6405.62,8802.18,10000.0,5181.83,7803.42
2026-03-19T12:00:00+03:00,2026-03-19T12:00:00+03:00,4676.49,6402.8,8799.38,10000.0,5210.44,7801.58
2026-03-19T12:10:00+03:00,2026-03-19T12:10:00+03:00,4680.8,6407.34,8804.22,10000.0,5200.7,7806.09
2026-03-19T12:20:00+03:00,2026-03-19T12:20:00+03:00,4685.11,6411.87,8809.06,10000.0,5187.25,7810.61
2026-03-19T12:30:00+03:00,2026-03-19T12:30:00+03:00,4689.42,6416.41,8813.91,10000.0,5183.82,7815.12
2026-03-19T12:40:00+03:00,2026-03-19T12:40:00+03:00,4693.73,6420.94,8818.75,10000.0,5131.35,7819.63
2026-03-19T12:50:00+03:00,2026-03-19T12:50:00+03:00,4698.04,6425.47,8823.6,10000.0,5144.23,7824.15
2026-03-19T13:00:00+03:00,2026-03-19T13:00:00+03:00,4702.35,6430.01,8828.44,10000.0,5106.19,7828.66
2026-03-19T13:10:00+03:00,2026-03-19T13:10:00+03:00,4727.69,6455.58,8854.34,10000.0,5119.92,7854.64
2026-03-19T13:20:00+03:00,2026-03-19T13:20:00+03:00,4753.03,6481.15,8880.24,10000.0,5152.18,7880.62
2026-03-19T13:30:00+03:00,2026-03-19T13:30:00+03:00,4778.37,6506.73,8906.14,10000.0,5138.54,7906.61
2026-03-19T13:40:00+03:00,2026-03-19T13:40:00+03:00,4803.7,6532.3,8932.04,10000.0,5144.62,7932.59
2026-03-19T13:50:00+03:00,2026-03-19T13:50:00+03:00,4829.04,6557.87,8957.94,10000.0,5112.77,7958.57
2026-03-19T14:00:00+03:00,2026-03-19T14:00:00+03:00,4854.38,6583.45,8983.84,10000.0,5107.87,7984.55
2026-03-19T14:10:00+03:00,2026-03-19T14:10:00+03:00,4869.76,6598.83,8999.22,10000.0,5112.63,8000.34
2026-03-19T14:20:00+03:00,2026-03-19T14:20:00+03:00,4885.13,6614.21,9014.61,10000.0,5093.44,8016.13
2026-03-19T14:30:00+03:00,2026-03-19T14:30:00+03:00,4900.51,6629.59,9029.99,10000.0,5085.22,8031.92
2026-03-19T14:40:00+03:00,2026-03-19T14:40:00+03:00,4915.89,6644.97,9045.37,10000.0,5083.14,8047.7
2026-03-19T14:50:00+03:00,2026-03-19T14:50:00+03:00,4931.27,6660.35,9060.75,10000.0,5100.36,8063.49
2026-03-19T15:00:00+03:00,2026-03-19T15:00:00+03:00,4946.65,6675.73,9076.13,10000.0,5134.6,8079.28
2026-03-19T15:10:00+03:00,2026-03-19T15:10:00+03:00,4963.61,6693.82,9095.79,10000.0,5195.94,8097.18
2026-03-19T15:20:00+03:00,2026-03-19T15:20:00+03:00,4980.58,6711.91,9115.45,10000.0,5214.32,8115.08
2026-03-19T15:30:00+03:00,2026-03-19T15:30:00+03:00,4997.55,6730.01,9135.11,10000.0,5194.1,8132.98
2026-03-19T15:40:00+03:00,2026-03-19T15:40:00+03:00,5014.51,6748.1,9154.77,10000.0,5169.12,8150.87
2026-03-19T15:50:00+03:00,2026-03-19T15:50:00+03:00,5031.48,6766.2,9174.43,10000.0,5159.13,8168.77
2026-03-19T16:00:00+03:00,2026-03-19T16:00:00+03:00,5048.45,6784.29,9194.09,10000.0,5189.92,8186.67
2026-03-19T16:10:00+03:00,2026-03-19T16:10:00+03:00,5042.47,6778.17,9187.78,10000.0,5311.13,8180.08
2026-03-19T16:20:00+03:00,2026-03-19T16:20:00+03:00,5036.48,6772.05,9181.47,10000.0,5438.15,8173.48
2026-03-19T16:30:00+03:00,2026-03-19T16:30:00+03:00,5030.5,6765.93,9175.15,10000.0,5448.15,8166.89
2026-03-19T16:40:00+03:00,2026-03-19T16:40:00+03:00,5024.52,6759.81,9168.84,10000.0,5479.37,8160.3
2026-03-19T16:50:00+03:00,2026-03-19T16:50:00+03:00,5018.54,6753.69,9162.53,10000.0,5529.58,8153.7
2026-03-19T17:00:00+03:00,2026-03-19T17:00:00+03:00,5012.56,6747.57,9156.22,10000.0,5562.59,8147.11
2026-03-19T17:10:00+03:00,2026-03-19T17:10:00+03:00,5002.46,6733.04,9135.54,10000.0,5697.67,8127.59
2026-03-19T17:20:00+03:00,2026-03-19T17:20:00+03:00,4992.36,6718.51,9114.87,10000.0,5830.73,8108.08
2026-03-19T17:30:00+03:00,2026-03-19T17:30:00+03:00,4982.25,6703.98,9094.19,10000.0,5821.22,8088.57
2026-03-19T17:40:00+03:00,2026-03-19T17:40:00+03:00,4972.15,6689.46,9073.52,10000.0,5796.05,8069.05
2026-03-19T17:50:00+03:00,2026-03-19T17:50:00+03:00,4962.05,6674.93,9052.84,10000.0,5786.37,8049.54
2026-03-19T18:00:00+03:00,2026-03-19T18:00:00+03:00,4951.95,6660.4,9032.17,10000.0,5797.56,8030.02
2026-03-19T18:10:00+03:00,2026-03-19T18:10:00+03:00,4934.21,6640.6,9009.51,10000.0,5831.55,8009.23
2026-03-19T18:20:00+03:00,2026-03-19T18:20:00+03:00,4916.47,6620.8,8986.86,10000.0,5907.42,7988.44
2026-03-19T18:30:00+03:00,2026-03-19T18:30:00+03:00,4898.74,6601.01,8964.2,10000.0,5948.42,7967.65
2026-03-19T18:40:00+03:00,2026-03-19T18:40:00+03:00,4881.0,6581.21,8941.55,10000.0,5935.26,7946.86
2026-03-19T18:50:00+03:00,2026-03-19T18:50:00+03:00,4863.26,6561.41,8918.89,10000.0,5824.74,7926.06
2026-03-19T19:00:00+03:00,2026-03-19T19:00:00+03:00,4845.52,6541.62,8896.24,10000.0,5811.29,7905.27
2026-03-19T19:10:00+03:00,2026-03-19T19:10:00+03:00,4833.55,6529.1,8882.96,10000.0,5779.31,7888.8
2026-03-19T19:20:00+03:00,2026-03-19T19:20:00+03:00,4821.59,6516.58,8869.68,10000.0,5771.36,7872.32
2026-03-19T19:30:00+03:00,2026-03-19T19:30:00+03:00,4809.62,6504.07,8856.4,10000.0,5761.99,7855.85
2026-03-19T19:40:00+03:00,2026-03-19T19:40:00+03:00,4797.66,6491.55,8843.12,10000.0,5732.25,7839.38
2026-03-19T19:50:00+03:00,2026-03-19T19:50:00+03:00,4785.69,6479.03,8829.84,10000.0,5714.22,7822.9
2026-03-19T20:00:00+03:00,2026-03-19T20:00:00+03:00,4773.72,6466.52,8816.56,10000.0,5697.4,7806.43
2026-03-19T20:10:00+03:00,2026-03-19T20:10:00+03:00,4755.88,6446.21,8792.82,10000.0,5672.8,7787.44
2026-03-19T20:20:00+03:00,2026-03-19T20:20:00+03:00,4738.03,6425.89,8769.09,10000.0,5659.52,7768.46
2026-03-19T20:30:00+03:00,2026-03-19T20:30:00+03:00,4720.18,6405.58,8745.36,10000.0,5638.81,7749.47
2026-03-19T20:40:00+03:00,2026-03-19T20:40:00+03:00,4702.33,6385.27,8721.63,10000.0,5588.2,7730.48
2026-03-19T20:50:00+03:00,2026-03-19T20:50:00+03:00,4684.48,6364.96,8697.9,10000.0,5577.73,7711.5
2026-03-19T21:00:00+03:00,2026-03-19T21:00:00+03:00,4666.63,6344.65,8674.17,10000.0,5575.77,7692.51
2026-03-19T21:10:00+03:00,2026-03-19T21:10:00+03:00,4658.84,6333.63,8658.66,10000.0,5562.67,7678.96
2026-03-19T21:20:00+03:00,2026-03-19T21:20:00+03:00,4651.05,6322.6,8643.15,10000.0,5539.27,7665.41
2026-03-19T21:30:00+03:00,2026-03-19T21:30:00+03:00,4643.27,6311.58,8627.63,10000.0,5496.76,7651.87
2026-03-19T21:40:00+03:00,2026-03-19T21:40:00+03:00,4635.48,6300.56,8612.12,10000.0,5490.98,7638.32
2026-03-19T21:50:00+03:00,2026-03-19T21:50:00+03:00,4627.69,6289.53,8596.61,10000.0,5477.84,7624.77
2026-03-19T22:00:00+03:00,2026-03-19T22:00:00+03:00,4619.9,6278.51,8581.1,10000.0,5361.74,7611.22
2026-03-19T22:10:00+03:00,2026-03-19T22:10:00+03:00,4593.91,6247.76,8543.73,9997.82,4998.67,7572.99
2026-03-19T22:20:00+03:00,2026-03-19T22:20:00+03:00,4567.91,6217.0,8506.36,9995.64,4881.01,7534.77
2026-03-19T22:30:00+03:00,2026-03-19T22:30:00+03:00,4541.92,6186.24,8468.99,9993.46,4837.13,7496.54
2026-03-19T22:40:00+03:00,2026-03-19T22:40:00+03:00,4515.93,6155.49,8431.62,9991.28,4830.41,7458.31
2026-03-19T22:50:00+03:00,2026-03-19T22:50:00+03:00,4489.94,6124.73,8394.25,9989.09,4799.65,7420.08
2026-03-19T23:00:00+03:00,2026-03-19T23:00:00+03:00,4463.94,6093.98,8356.88,9986.91,4753.16,7381.85
2026-03-19T23:10:00+03:00,2026-03-19T23:10:00+03:00,4436.07,6061.11,8317.08,9942.11,4606.25,7356.78
2026-03-19T23:20:00+03:00,2026-03-19T23:20:00+03:00,4408.2,6028.23,8277.27,9897.31,4593.38,7331.71
2026-03-19T23:30:00+03:00,2026-03-19T23:30:00+03:00,4380.32,5995.36,8237.46,9852.51,4582.79,7306.63
2026-03-19T23:40:00+03:00,2026-03-19T23:40:00+03:00,4352.45,5962.49,8197.66,9807.71,4586.2,7281.56
2026-03-19T23:50:00+03:00,2026-03-19T23:50:00+03:00,4324.57,5929.62,8157.85,9762.9,,7256.49
2026-03-20T00:00:00+03:00,2026-03-20T00:00:00+03:00,4296.7,5896.75,8118.05,9718.1,4565.4,7231.42
2026-03-20T00:10:00+03:00,2026-03-20T00:10:00+03:00,4279.56,5874.7,8089.17,9684.31,4257.92,7197.99
2026-03-20T00:20:00+03:00,2026-03-20T00:20:00+03:00,4262.43,5852.66,8060.3,9650.53,4287.24,7164.56
2026-03-20T00:30:00+03:00,2026-03-20T00:30:00+03:00,4245.3,5830.61,8031.43,9616.74,4272.14,7131.13
2026-03-20T00:40:00+03:00,2026-03-20T00:40:00+03:00,4228.16,5808.56,8002.56,9582.95,4324.71,7097.7
2026-03-20T00:50:00+03:00,2026-03-20T00:50:00+03:00,4211.03,5786.51,7973.68,9549.16,4347.0,7064.27
2026-03-20T01:00:00+03:00,2026-03-20T01:00:00+03:00,4193.9,5764.46,7944.81,9515.37,4405.58,7030.84
2026-03-20T01:10:00+03:00,2026-03-20T01:10:00+03:00,4185.34,5753.13,7929.63,9497.41,4305.64,7002.79
2026-03-20T01:20:00+03:00,2026-03-20T01:20:00+03:00,4176.78,5741.8,7914.44,9479.45,3984.48,6974.74
2026-03-20T01:30:00+03:00,2026-03-20T01:30:00+03:00,4168.23,5730.46,7899.25,9461.49,3948.73,6946.69
2026-03-20T01:40:00+03:00,2026-03-20T01:40:00+03:00,4159.67,5719.13,7884.07,9443.53,3777.83,6918.64
2026-03-20T01:50:00+03:00,2026-03-20T01:50:00+03:00,4151.11,5707.8,7868.88,9425.57,3782.6,6890.6
2026-03-20T02:00:00+03:00,2026-03-20T02:00:00+03:00,4142.56,5696.47,7853.7,9407.61,3637.66,6862.55
2026-03-20T02:10:00+03:00,2026-03-20T02:10:00+03:00,4131.79,5681.32,7832.47,9381.99,3575.76,6837.4
2026-03-20T02:20:00+03:00,2026-03-20T02:20:00+03:00,4121.03,5666.17,7811.23,9356.38,3661.29,6812.25
2026-03-20T02:30:00+03:00,2026-03-20T02:30:00+03:00,4110.26,5651.02,7790.0,9330.76,3685.43,6787.1
2026-03-20T02:40:00+03:00,2026-03-20T02:40:00+03:00,4099.5,5635.88,7768.77,9305.14,3727.24,6761.95
2026-03-20T02:50:00+03:00,2026-03-20T02:50:00+03:00,4088.74,5620.73,7747.53,9279.53,3644.72,6736.8
2026-03-20T03:00:00+03:00,2026-03-20T03:00:00+03:00,4077.97,5605.58,7726.3,9253.91,3544.19,6711.65
2026-03-20T03:10:00+03:00,2026-03-20T03:10:00+03:00,4048.69,5572.71,7688.44,9212.46,3434.83,6697.46
2026-03-20T03:20:00+03:00,2026-03-20T03:20:00+03:00,4019.4,5539.83,7650.58,9171.01,3222.01,6683.27
2026-03-20T03:30:00+03:00,2026-03-20T03:30:00+03:00,3990.12,5506.96,7612.72,9129.56,3621.04,6669.08
2026-03-20T03:40:00+03:00,2026-03-20T03:40:00+03:00,3960.83,5474.08,7574.87,9088.11,3675.84,6654.89
2026-03-20T03:50:00+03:00,2026-03-20T03:50:00+03:00,3931.55,5441.21,7537.01,9046.67,3645.26,6640.7
2026-03-20T04:00:00+03:00,2026-03-20T04:00:00+03:00,3902.26,5408.33,7499.15,9005.22,3520.44,6626.51
2026-03-20T04:10:00+03:00,2026-03-20T04:10:00+03:00,3905.29,5411.88,7503.41,9010.0,3354.64,6628.81
2026-03-20T04:20:00+03:00,2026-03-20T04:20:00+03:00,3908.32,5415.42,7507.68,9014.78,3330.84,6631.11
2026-03-20T04:30:00+03:00,2026-03-20T04:30:00+03:00,3911.34,5418.97,7511.94,9019.56,3277.75,6633.42
2026-03-20T04:40:00+03:00,2026-03-20T04:40:00+03:00,3914.37,5422.51,7516.2,9024.34,3244.03,6635.72
2026-03-20T04:50:00+03:00,2026-03-20T04:50:00+03:00,3917.4,5426.06,7520.47,9029.13,3186.83,6638.02
2026-03-20T05:00:00+03:00,2026-03-20T05:00:00+03:00,3920.42,5429.6,7524.73,9033.91,3213.85,6640.32
2026-03-20T05:10:00+03:00,2026-03-20T05:10:00+03:00,3918.88,5430.39,7528.77,9040.28,3194.1,6644.77
2026-03-20T05:20:00+03:00,2026-03-20T05:20:00+03:00,3917.34,5431.19,7532.81,9046.66,3239.03,6649.22
2026-03-20T05:30:00+03:00,2026-03-20T05:30:00+03:00,3915.8,5431.99,7536.85,9053.03,3233.58,6653.68
2026-03-20T05:40:00+03:00,2026-03-20T05:40:00+03:00,3914.26,5432.78,7540.89,9059.41,3195.96,6658.13
2026-03-20T05:50:00+03:00,2026-03-20T05:50:00+03:00,3912.72,5433.58,7544.92,9065.79,3179.37,6662.58
2026-03-20T06:00:00+03:00,2026-03-20T06:00:00+03:00,3911.17,5434.37,7548.96,9072.16,3240.13,6667.03
2026-03-20T06:10:00+03:00,2026-03-20T06:10:00+03:00,3915.18,5439.58,7555.84,9080.23,3235.15,6670.91
2026-03-20T06:20:00+03:00,2026-03-20T06:20:00+03:00,3919.18,5444.78,7562.71,9088.31,3362.57,6674.78
2026-03-20T06:30:00+03:00,2026-03-20T06:30:00+03:00,3923.19,5449.99,7569.58,9096.38,3399.99,6678.65
2026-03-20T06:40:00+03:00,2026-03-20T06:40:00+03:00,3927.19,5455.19,7576.45,9104.46,3299.39,6682.53
2026-03-20T06:50:00+03:00,2026-03-20T06:50:00+03:00,3931.19,5460.4,7583.33,9112.53,3299.73,6686.4
2026-03-20T07:00:00+03:00,2026-03-20T07:00:00+03:00,3935.2,5465.6,7590.2,9120.6,3309.27,6690.27
2026-03-20T07:10:00+03:00,2026-03-20T07:10:00+03:00,3950.62,5483.48,7611.5,9144.36,3293.93,6709.6
2026-03-20T07:20:00+03:00,2026-03-20T07:20:00+03:00,3966.04,5501.37,7632.8,9168.12,3324.46,6728.93
2026-03-20T07:30:00+03:00,2026-03-20T07:30:00+03:00,3981.46,5519.25,7654.09,9191.88,3359.54,6748.26
2026-03-20T07:40:00+03:00,2026-03-20T07:40:00+03:00,3996.89,5537.13,7675.39,9215.64,3357.86,6767.58
2026-03-20T07:50:00+03:00,2026-03-20T07:50:00+03:00,4012.31,5555.01,7696.69,9239.39,3386.89,6786.91
2026-03-20T08:00:00+03:00,2026-03-20T08:00:00+03:00,4027.73,5572.9,7717.99,9263.15,3343.24,6806.24
2026-03-20T08:10:00+03:00,2026-03-20T08:10:00+03:00,4029.84,5578.21,7727.75,9276.12,3353.9,6812.68
2026-03-20T08:20:00+03:00,2026-03-20T08:20:00+03:00,4031.94,5583.52,7737.51,9289.09,3409.02,6819.13
2026-03-20T08:30:00+03:00,2026-03-20T08:30:00+03:00,4034.05,5588.83,7747.27,9302.05,3447.81,6825.58
2026-03-20T08:40:00+03:00,2026-03-20T08:40:00+03:00,4036.16,5594.14,7757.03,9315.02,3457.61,6832.03
2026-03-20T08:50:00+03:00,2026-03-20T08:50:00+03:00,4038.26,5599.46,7766.8,9327.99,3523.92,6838.47
2026-03-20T09:00:00+03:00,2026-03-20T09:00:00+03:00,4040.37,5604.77,7776.56,9340.96,3552.56,6844.92
2026-03-20T09:10:00+03:00,2026-03-20T09:10:00+03:00,4056.9,5625.84,7803.93,9372.86,3572.77,6872.66
2026-03-20T09:20:00+03:00,2026-03-20T09:20:00+03:00,4073.43,5646.9,7831.3,9404.77,3670.63,6900.39
2026-03-20T09:30:00+03:00,2026-03-20T09:30:00+03:00,4089.96,5667.97,7858.67,9436.68,3809.27,6928.13
2026-03-20T09:40:00+03:00,2026-03-20T09:40:00+03:00,4106.49,5689.04,7886.04,9468.59,3767.7,6955.87
2026-03-20T09:50:00+03:00,2026-03-20T09:50:00+03:00,4123.02,5710.11,7913.4,9500.5,3708.45,6983.6
2026-03-20T10:00:00+03:00,2026-03-20T10:00:00+03:00,4139.55,5731.18,7940.77,9532.4,3569.27,7011.34
2026-03-20T10:10:00+03:00,2026-03-20T10:10:00+03:00,4163.94,5759.47,7974.49,9570.02,3531.2,7041.82
2026-03-20T10:20:00+03:00,2026-03-20T10:20:00+03:00,4188.33,5787.77,8008.2,9607.63,3535.05,7072.31
2026-03-20T10:30:00+03:00,2026-03-20T10:30:00+03:00,4212.73,5816.06,8041.91,9645.25,3564.17,7102.8
2026-03-20T10:40:00+03:00,2026-03-20T10:40:00+03:00,4237.12,5844.36,8075.63,9682.87,3557.71,7133.29
2026-03-20T10:50:00+03:00,2026-03-20T10:50:00+03:00,4261.51,5872.66,8109.34,9720.48,3649.05,7163.78
2026-03-20T11:00:00+03:00,2026-03-20T11:00:00+03:00,4285.91,5900.95,8143.05,9758.1,3651.99,7194.27
2026-03-20T11:10:00+03:00,2026-03-20T11:10:00+03:00,4289.55,5907.16,8152.82,9770.43,3548.74,7198.89
2026-03-20T11:20:00+03:00,2026-03-20T11:20:00+03:00,4293.19,5913.36,8162.59,9782.76,3661.35,7203.52
2026-03-20T11:30:00+03:00,2026-03-20T11:30:00+03:00,4296.82,5919.57,8172.35,9795.1,3619.09,7208.15
2026-03-20T11:40:00+03:00,2026-03-20T11:40:00+03:00,4300.46,5925.77,8182.12,9807.43,3632.45,7212.78
2026-03-20T11:50:00+03:00,2026-03-20T11:50:00+03:00,4304.1,5931.98,8191.89,9819.76,3735.21,7217.41
2026-03-20T12:00:00+03:00,2026-03-20T12:00:00+03:00,4307.74,5938.18,8201.66,9832.1,3758.88,7222.03
2026-03-20T12:10:00+03:00,2026-03-20T12:10:00+03:00,4334.48,5966.07,8231.13,9860.08,3804.79,7250.93
2026-03-20T12:20:00+03:00,2026-03-20T12:20:00+03:00,4361.23,5993.96,8260.61,9888.07,3759.17,7279.83
2026-03-20T12:30:00+03:00,2026-03-20T12:30:00+03:00,4387.97,6021.84,8290.09,9916.05,3648.17,7308.73
2026-03-20T12:40:00+03:00,2026-03-20T12:40:00+03:00,4414.71,6049.73,8319.57,9944.03,3724.34,7337.63
2026-03-20T12:50:00+03:00,2026-03-20T12:50:00+03:00,4441.45,6077.62,8349.04,9972.02,3670.69,7366.53
2026-03-20T13:00:00+03:00,2026-03-20T13:00:00+03:00,4468.2,6105.51,8378.52,10000.0,3636.59,7395.43
2026-03-20T13:10:00+03:00,2026-03-20T13:10:00+03:00,4493.81,6132.85,8408.27,10000.0,3736.04,7427.1
2026-03-20T13:20:00+03:00,2026-03-20T13:20:00+03:00,4519.41,6160.2,8438.03,10000.0,3819.93,7458.77
2026-03-20T13:30:00+03:00,2026-03-20T13:30:00+03:00,4545.02,6187.54,8467.78,10000.0,3827.74,7490.44
2026-03-20T13:40:00+03:00,2026-03-20T13:40:00+03:00,4570.63,6214.88,8497.53,10000.0,3864.38,7522.1
2026-03-20T13:50:00+03:00,2026-03-20T13:50:00+03:00,4596.24,6242.23,8527.28,10000.0,3632.06,7553.77
2026-03-20T14:00:00+03:00,2026-03-20T14:00:00+03:00,4621.85,6269.57,8557.04,10000.0,3617.87,7585.44
2026-03-20T14:10:00+03:00,2026-03-20T14:10:00+03:00,4646.57,6295.9,8585.6,10000.0,3765.44,7609.63
2026-03-20T14:20:00+03:00,2026-03-20T14:20:00+03:00,4671.28,6322.22,8614.16,10000.0,3764.64,7633.81
2026-03-20T14:30:00+03:00,2026-03-20T14:30:00+03:00,4696.0,6348.55,8642.72,10000.0,3595.59,7658.0
2026-03-20T14:40:00+03:00,2026-03-20T14:40:00+03:00,4720.72,6374.88,8671.28,10000.0,3657.42,7682.19
2026-03-20T14:50:00+03:00,2026-03-20T14:50:00+03:00,4745.43,6401.2,8699.84,10000.0,3779.04,7706.37
2026-03-20T15:00:00+03:00,2026-03-20T15:00:00+03:00,4770.15,6427.53,8728.41,10000.0,4055.0,7730.56
2026-03-20T15:10:00+03:00,2026-03-20T15:10:00+03:00,4777.35,6435.53,8737.51,10000.0,4160.64,7740.9
2026-03-20T15:20:00+03:00,2026-03-20T15:20:00+03:00,4784.54,6443.52,8746.62,10000.0,3987.27,7751.23
2026-03-20T15:30:00+03:00,2026-03-20T15:30:00+03:00,4791.74,6451.52,8755.72,10000.0,3936.32,7761.57
2026-03-20T15:40:00+03:00,2026-03-20T15:40:00+03:00,4798.94,6459.52,8764.83,10000.0,4063.02,7771.9
2026-03-20T15:50:00+03:00,2026-03-20T15:50:00+03:00,4806.13,6467.51,8773.94,10000.0,4110.04,7782.24
2026-03-20T16:00:00+03:00,2026-03-20T16:00:00+03:00,4813.33,6475.51,8783.04,10000.0,4072.03,7792.57
2026-03-20T16:10:00+03:00,2026-03-20T16:10:00+03:00,4824.19,6486.34,8793.84,10000.0,4048.6,7805.6
2026-03-20T16:20:00+03:00,2026-03-20T16:20:00+03:00,4835.04,6497.17,8804.64,10000.0,4206.34,7818.62
2026-03-20T16:30:00+03:00,2026-03-20T16:30:00+03:00,4845.9,6508.0,8815.44,10000.0,4285.01,7831.64
2026-03-20T16:40:00+03:00,2026-03-20T16:40:00+03:00,4856.76,6518.84,8826.23,10000.0,4332.23,7844.66
2026-03-20T16:50:00+03:00,2026-03-20T16:50:00+03:00,4867.62,6529.67,8837.03,10000.0,4310.5,7857.69
2026-03-20T17:00:00+03:00,2026-03-20T17:00:00+03:00,4878.47,6540.5,8847.83,10000.0,4292.84,7870.71
2026-03-20T17:10:00+03:00,2026-03-20T17:10:00+03:00,4860.02,6520.42,8825.49,10000.0,4516.9,7843.51
2026-03-20T17:20:00+03:00,2026-03-20T17:20:00+03:00,4841.56,6500.34,8803.15,10000.0,4629.22,7816.31
2026-03-20T17:30:00+03:00,2026-03-20T17:30:00+03:00,4823.11,6480.26,8780.81,10000.0,4668.95,7789.11
2026-03-20T17:40:00+03:00,2026-03-20T17:40:00+03:00,4804.65,6460.17,8758.46,10000.0,4660.46,7761.91
2026-03-20T17:50:00+03:00,2026-03-20T17:50:00+03:00,4786.2,6440.09,8736.12,10000.0,4627.69,7734.71
2026-03-20T18:00:00+03:00,2026-03-20T18:00:00+03:00,4767.75,6420.01,8713.78,10000.0,4528.71,7707.52
2026-03-20T18:10:00+03:00,2026-03-20T18:10:00+03:00,4770.67,6421.29,8712.79,10000.0,4377.51,7711.83
2026-03-20T18:20:00+03:00,2026-03-20T18:20:00+03:00,4773.59,6422.58,8711.79,10000.0,4724.86,7716.14
2026-03-20T18:30:00+03:00,2026-03-20T18:30:00+03:00,4776.52,6423.86,8710.8,10000.0,4838.52,7720.45
2026-03-20T18:40:00+03:00,2026-03-20T18:40:00+03:00,4779.44,6425.15,8709.81,10000.0,4656.56,7724.76
2026-03-20T18:50:00+03:00,2026-03-20T18:50:00+03:00,4782.37,6426.43,8708.82,10000.0,4505.04,7729.07
2026-03-20T19:00:00+03:00,2026-03-20T19:00:00+03:00,4785.29,6427.72,8707.82,10000.0,4712.29,7733.38
2026-03-20T19:10:00+03:00,2026-03-20T19:10:00+03:00,4771.57,6412.24,8689.92,10000.0,4860.93,7713.22
2026-03-20T19:20:00+03:00,2026-03-20T19:20:00+03:00,4757.85,6396.77,8672.01,10000.0,4720.49,7693.06
2026-03-20T19:30:00+03:00,2026-03-20T19:30:00+03:00,4744.13,6381.29,8654.1,10000.0,4502.06,7672.9
2026-03-20T19:40:00+03:00,2026-03-20T19:40:00+03:00,4730.4,6365.82,8636.19,10000.0,4619.87,7652.75
2026-03-20T19:50:00+03:00,2026-03-20T19:50:00+03:00,4716.68,6350.34,8618.29,10000.0,4752.42,7632.59
2026-03-20T20:00:00+03:00,2026-03-20T20:00:00+03:00,4702.96,6334.87,8600.38,10000.0,4709.69,7612.43
2026-03-20T20:10:00+03:00,2026-03-20T20:10:00+03:00,4691.66,6322.51,8586.54,10000.0,4632.08,7600.67
2026-03-20T20:20:00+03:00,2026-03-20T20:20:00+03:00,4680.36,6310.14,8572.7,10000.0,4776.38,7588.91
2026-03-20T20:30:00+03:00,2026-03-20T20:30:00+03:00,4669.07,6297.78,8558.86,10000.0,4913.92,7577.16
2026-03-20T20:40:00+03:00,2026-03-20T20:40:00+03:00,4657.77,6285.42,8545.02,10000.0,4955.24,7565.4
2026-03-20T20:50:00+03:00,2026-03-20T20:50:00+03:00,4646.47,6273.06,8531.18,10000.0,4920.93,7553.65
2026-03-20T21:00:00+03:00,2026-03-20T21:00:00+03:00,4635.17,6260.7,8517.34,10000.0,4917.19,7541.89
2026-03-20T21:10:00+03:00,2026-03-20T21:10:00+03:00,4607.16,6229.9,8482.68,9986.36,4750.74,7509.1
2026-03-20T21:20:00+03:00,2026-03-20T21:20:00+03:00,4579.16,6199.11,8448.02,9972.72,4746.05,7476.3
2026-03-20T21:30:00+03:00,2026-03-20T21:30:00+03:00,4551.15,6168.31,8413.35,9959.08,4698.66,7443.51
2026-03-20T21:40:00+03:00,2026-03-20T21:40:00+03:00,4523.14,6137.52,8378.69,9945.44,4540.69,7410.72
2026-03-20T21:50:00+03:00,2026-03-20T21:50:00+03:00,4495.13,6106.72,8344.03,9931.8,4501.57,7377.92
2026-03-20T22:00:00+03:00,2026-03-20T22:00:00+03:00,4467.13,6075.93,8309.36,9918.16,4455.06,7345.13
