date,time,quarter1,quarter2,quarter3,quarter4,generation,forecast
2026-03-14T00:00:00+03:00,2026-03-14T00:00:00+03:00,927.37,2035.92,3574.87,4683.41,2130.2,2754.27
2026-03-14T00:10:00+03:00,2026-03-14T00:10:00+03:00,894.68,2001.74,3538.63,4645.7,2100.82,2727.65
2026-03-14T00:20:00+03:00,2026-03-14T00:20:00+03:00,861.98,1967.56,3502.4,4607.98,2037.7,2701.03
2026-03-14T00:30:00+03:00,2026-03-14T00:30:00+03:00,829.28,1933.38,3466.16,4570.26,2038.82,2674.41
2026-03-14T00:40:00+03:00,2026-03-14T00:40:00+03:00,796.58,1899.2,3429.93,4532.55,2022.27,2647.8
2026-03-14T00:50:00+03:00,2026-03-14T00:50:00+03:00,763.88,1865.02,3393.69,4494.83,2003.63,2621.18
2026-03-14T01:00:00+03:00,2026-03-14T01:00:00+03:00,731.19,1830.84,3357.46,4457.11,2024.65,2594.56
2026-03-14T01:10:00+03:00,2026-03-14T01:10:00+03:00,723.3,1822.26,3347.9,4446.86,2049.05,2572.31
2026-03-14T01:20:00+03:00,2026-03-14T01:20:00+03:00,715.41,1813.67,3338.35,4436.61,2093.11,2550.05
2026-03-14T01:30:00+03:00,2026-03-14T01:30:00+03:00,707.52,1805.08,3328.79,4426.36,2177.79,2527.8
2026-03-14T01:40:00+03:00,2026-03-14T01:40:00+03:00,699.63,1796.5,3319.23,4416.1,2279.28,2505.54
2026-03-14T01:50:00+03:00,2026-03-14T01:50:00+03:00,691.74,1787.91,3309.68,4405.85,2268.49,2483.29
2026-03-14T02:00:00+03:00,2026-03-14T02:00:00+03:00,683.85,1779.32,3300.12,4395.6,2247.42,2461.03
2026-03-14T02:10:00+03:00,2026-03-14T02:10:00+03:00,673.28,1768.48,3288.89,4384.08,2230.76,2442.51
2026-03-14T02:20:00+03:00,2026-03-14T02:20:00+03:00,662.72,1757.63,3277.66,4372.57,2209.57,2423.99
2026-03-14T02:30:00+03:00,2026-03-14T02:30:00+03:00,652.15,1746.79,3266.42,4361.06,2186.95,2405.47
2026-03-14T02:40:00+03:00,2026-03-14T02:40:00+03:00,641.59,1735.94,3255.19,4349.55,2143.58,2386.95
2026-03-14T02:50:00+03:00,2026-03-14T02:50:00+03:00,631.02,1725.1,3243.96,4338.03,2127.66,2368.43
2026-03-14T03:00:00+03:00,2026-03-14T03:00:00+03:00,620.46,1714.25,3232.72,4326.52,2135.33,2349.91
2026-03-14T03:10:00+03:00,2026-03-14T03:10:00+03:00,618.75,1708.66,3221.75,4311.66,1984.67,2360.75
2026-03-14T03:20:00+03:00,2026-03-14T03:20:00+03:00,617.03,1703.07,3210.77,4296.8,1901.59,2371.59
2026-03-14T03:30:00+03:00,2026-03-14T03:30:00+03:00,615.32,1697.48,3199.79,4281.95,1905.0,2382.42
2026-03-14T03:40:00+03:00,2026-03-14T03:40:00+03:00,613.61,1691.89,3188.81,4267.09,1902.71,2393.26
2026-03-14T03:50:00+03:00,2026-03-14T03:50:00+03:00,611.9,1686.29,3177.83,4252.23,1929.82,2404.1
2026-03-14T04:00:00+03:00,2026-03-14T04:00:00+03:00,610.19,1680.7,3166.86,4237.37,1905.74,2414.93
2026-03-14T04:10:00+03:00,2026-03-14T04:10:00+03:00,612.84,1684.15,3171.39,4242.7,1945.39,2418.83
2026-03-14T04:20:00+03:00,2026-03-14T04:20:00+03:00,615.5,1687.59,3175.93,4248.02,1952.84,2422.72
2026-03-14T04:30:00+03:00,2026-03-14T04:30:00+03:00,618.15,1691.03,3180.47,4253.35,1942.11,2426.62
2026-03-14T04:40:00+03:00,2026-03-14T04:40:00+03:00,620.8,1694.47,3185.01,4258.68,1955.51,2430.51
2026-03-14T04:50:00+03:00,2026-03-14T04:50:00+03:00,623.46,1697.92,3189.54,4264.0,1981.78,2434.41
2026-03-14T05:00:00+03:00,2026-03-14T05:00:00+03:00,626.11,1701.36,3194.08,4269.33,2001.29,2438.3
2026-03-14T05:10:00+03:00,2026-03-14T05:10:00+03:00,653.24,1729.64,3223.97,4300.37,2040.75,2467.69
2026-03-14T05:20:00+03:00,2026-03-14T05:20:00+03:00,680.37,1757.93,3253.85,4331.41,2060.18,2497.09
2026-03-14T05:30:00+03:00,2026-03-14T05:30:00+03:00,707.51,1786.21,3283.74,4362.45,2070.78,2526.48
2026-03-14T05:40:00+03:00,2026-03-14T05:40:00+03:00,734.64,1814.5,3313.63,4393.49,2081.87,2555.88
2026-03-14T05:50:00+03:00,2026-03-14T05:50:00+03:00,761.77,1842.78,3343.51,4424.53,2120.15,2585.27
2026-03-14T06:00:00+03:00,2026-03-14T06:00:00+03:00,788.9,1871.07,3373.4,4455.57,2173.45,2614.66
2026-03-14T06:10:00+03:00,2026-03-14T06:10:00+03:00,795.79,1877.9,3380.14,4462.24,2248.68,2621.54
2026-03-14T06:20:00+03:00,2026-03-14T06:20:00+03:00,802.69,1884.72,3386.88,4468.92,2315.28,2628.41
2026-03-14T06:30:00+03:00,2026-03-14T06:30:00+03:00,809.58,1891.55,3393.62,4475.59,2338.62,2635.28
2026-03-14T06:40:00+03:00,2026-03-14T06:40:00+03:00,816.47,1898.38,3400.36,4482.27,2351.13,2642.16
2026-03-14T06:50:00+03:00,2026-03-14T06:50:00+03:00,823.37,1905.21,3407.1,4488.94,2382.73,2649.03
2026-03-14T07:00:00+03:00,2026-03-14T07:00:00+03:00,830.26,1912.04,3413.83,4495.62,2403.42,2655.9
2026-03-14T07:10:00+03:00,2026-03-14T07:10:00+03:00,849.91,1932.42,3435.23,4517.75,2482.46,2677.01
2026-03-14T07:20:00+03:00,2026-03-14T07:20:00+03:00,869.56,1952.81,3456.63,4539.88,2521.93,2698.12
2026-03-14T07:30:00+03:00,2026-03-14T07:30:00+03:00,889.21,1973.19,3478.03,4562.01,2569.67,2719.23
2026-03-14T07:40:00+03:00,2026-03-14T07:40:00+03:00,908.87,1993.58,3499.43,4584.14,2593.17,2740.34
2026-03-14T07:50:00+03:00,2026-03-14T07:50:00+03:00,928.52,2013.96,3520.83,4606.28,2625.48,2761.45
2026-03-14T08:00:00+03:00,2026-03-14T08:00:00+03:00,948.17,2034.34,3542.23,4628.41,2627.47,2782.56
2026-03-14T08:10:00+03:00,2026-03-14T08:10:00+03:00,951.18,2039.69,3550.83,4639.34,2638.71,2790.2
2026-03-14T08:20:00+03:00,2026-03-14T08:20:00+03:00,954.19,2045.04,3559.43,4650.28,2665.2,2797.85
2026-03-14T08:30:00+03:00,2026-03-14T08:30:00+03:00,957.19,2050.39,3568.02,4661.21,2691.96,2805.5
2026-03-14T08:40:00+03:00,2026-03-14T08:40:00+03:00,960.2,2055.73,3576.62,4672.15,2808.73,2813.15
2026-03-14T08:50:00+03:00,2026-03-14T08:50:00+03:00,963.21,2061.08,3585.21,4683.09,2763.16,2820.8
2026-03-14T09:00:00+03:00,2026-03-14T09:00:00+03:00,966.22,2066.43,3593.81,4694.02,2747.1,2828.45
2026-03-14T09:10:00+03:00,2026-03-14T09:10:00+03:00,987.23,2091.97,3625.64,4730.39,2858.62,2857.97
2026-03-14T09:20:00+03:00,2026-03-14T09:20:00+03:00,1008.23,2117.51,3657.47,4766.75,2951.39,2887.48
2026-03-14T09:30:00+03:00,2026-03-14T09:30:00+03:00,1029.24,2143.05,3689.31,4803.12,2944.61,2917.0
2026-03-14T09:40:00+03:00,2026-03-14T09:40:00+03:00,1050.25,2168.59,3721.14,4839.48,2929.12,2946.51
2026-03-14T09:50:00+03:00,2026-03-14T09:50:00+03:00,1071.26,2194.13,3752.97,4875.84,2942.15,2976.02
2026-03-14T10:00:00+03:00,2026-03-14T10:00:00+03:00,1092.26,2219.67,3784.8,4912.21,2951.22,3005.54
2026-03-14T10:10:00+03:00,2026-03-14T10:10:00+03:00,1091.77,2221.19,3789.11,4918.53,2940.41,3011.29
2026-03-14T10:20:00+03:00,2026-03-14T10:20:00+03:00,1091.28,2222.7,3793.42,4924.84,2972.35,3017.04
2026-03-14T10:30:00+03:00,2026-03-14T10:30:00+03:00,1090.78,2224.22,3797.72,4931.16,3052.3,3022.8
2026-03-14T10:40:00+03:00,2026-03-14T10:40:00+03:00,1090.29,2225.74,3802.03,4937.48,3232.33,3028.55
2026-03-14T10:50:00+03:00,2026-03-14T10:50:00+03:00,1089.8,2227.25,3806.34,4943.8,3253.89,3034.3
2026-03-14T11:00:00+03:00,2026-03-14T11:00:00+03:00,1089.31,2228.77,3810.65,4950.11,3253.72,3040.06
2026-03-14T11:10:00+03:00,2026-03-14T11:10:00+03:00,1104.02,2243.39,3825.15,4964.52,3177.84,3060.75
2026-03-14T11:20:00+03:00,2026-03-14T11:20:00+03:00,1118.73,2258.01,3839.64,4978.93,3012.42,3081.45
2026-03-14T11:30:00+03:00,2026-03-14T11:30:00+03:00,1133.44,2272.64,3854.14,4993.35,3036.83,3102.14
2026-03-14T11:40:00+03:00,2026-03-14T11:40:00+03:00,1148.14,2287.26,3868.64,5007.76,3053.21,3122.84
2026-03-14T11:50:00+03:00,2026-03-14T11:50:00+03:00,1162.85,2301.88,3883.14,5022.17,3098.14,3143.54
2026-03-14T12:00:00+03:00,2026-03-14T12:00:00+03:00,1177.56,2316.5,3897.64,5036.58,3156.04,3164.23
2026-03-14T12:10:00+03:00,2026-03-14T12:10:00+03:00,1203.29,2346.12,3932.65,5075.47,3137.54,3196.22
2026-03-14T12:20:00+03:00,2026-03-14T12:20:00+03:00,1229.02,2375.73,3967.65,5114.36,3162.7,3228.22
2026-03-14T12:30:00+03:00,2026-03-14T12:30:00+03:00,1254.75,2405.34,4002.66,5153.25,3262.2,3260.21
2026-03-14T12:40:00+03:00,2026-03-14T12:40:00+03:00,1280.48,2434.95,4037.66,5192.14,3310.6,3292.2
2026-03-14T12:50:00+03:00,2026-03-14T12:50:00+03:00,1306.21,2464.57,4072.67,5231.03,3381.24,3324.19
2026-03-14T13:00:00+03:00,2026-03-14T13:00:00+03:00,1331.94,2494.18,4107.67,5269.92,3408.38,3356.19
2026-03-14T13:10:00+03:00,2026-03-14T13:10:00+03:00,1376.25,2542.18,4160.8,5326.73,3501.17,3404.87
2026-03-14T13:20:00+03:00,2026-03-14T13:20:00+03:00,1420.55,2590.18,4213.92,5383.54,3551.63,3453.56
2026-03-14T13:30:00+03:00,2026-03-14T13:30:00+03:00,1464.86,2638.18,4267.04,5440.36,3593.96,3502.25
2026-03-14T13:40:00+03:00,2026-03-14T13:40:00+03:00,1509.17,2686.17,4320.16,5497.17,3633.2,3550.93
2026-03-14T13:50:00+03:00,2026-03-14T13:50:00+03:00,1553.47,2734.17,4373.29,5553.98,3638.53,3599.62
2026-03-14T14:00:00+03:00,2026-03-14T14:00:00+03:00,1597.78,2782.17,4426.41,5610.8,3658.33,3648.31
2026-03-14T14:10:00+03:00,2026-03-14T14:10:00+03:00,1639.05,2828.2,4479.04,5668.19,3626.33,3698.84
2026-03-14T14:20:00+03:00,2026-03-14T14:20:00+03:00,1680.32,2874.22,4531.68,5725.58,3557.93,3749.37
2026-03-14T14:30:00+03:00,2026-03-14T14:30:00+03:00,1721.58,2920.25,4584.31,5782.98,3555.14,3799.9
2026-03-14T14:40:00+03:00,2026-03-14T14:40:00+03:00,1762.85,2966.28,4636.95,5840.37,3553.75,3850.43
2026-03-14T14:50:00+03:00,2026-03-14T14:50:00+03:00,1804.12,3012.31,4689.58,5897.77,3615.49,3900.97
2026-03-14T15:00:00+03:00,2026-03-14T15:00:00+03:00,1845.39,3058.33,4742.22,5955.16,3604.32,3951.5
2026-03-14T15:10:00+03:00,2026-03-14T15:10:00+03:00,1888.17,3109.85,4805.85,6027.52,3674.76,4011.1
2026-03-14T15:20:00+03:00,2026-03-14T15:20:00+03:00,1930.96,3161.36,4869.48,6099.88,3697.69,4070.71
2026-03-14T15:30:00+03:00,2026-03-14T15:30:00+03:00,1973.74,3212.87,4933.11,6172.24,3704.2,4130.32
2026-03-14T15:40:00+03:00,2026-03-14T15:40:00+03:00,2016.52,3264.39,4996.74,6244.6,3769.58,4189.92
2026-03-14T15:50:00+03:00,2026-03-14T15:50:00+03:00,2059.31,3315.9,5060.37,6316.96,3814.64,4249.53
2026-03-14T16:00:00+03:00,2026-03-14T16:00:00+03:00,2102.09,3367.41,5124.0,6389.32,3849.51,4309.14
2026-03-14T16:10:00+03:00,2026-03-14T16:10:00+03:00,2123.78,3397.92,5166.76,6440.9,3889.98,4349.62
2026-03-14T16:20:00+03:00,2026-03-14T16:20:00+03:00,2145.47,3428.43,5209.51,6492.48,3929.25,4390.11
2026-03-14T16:30:00+03:00,2026-03-14T16:30:00+03:00,2167.15,3458.94,5252.27,6544.05,3932.79,4430.59
2026-03-14T16:40:00+03:00,2026-03-14T16:40:00+03:00,2188.84,3489.45,5295.02,6595.63,3900.51,4471.08
2026-03-14T16:50:00+03:00,2026-03-14T16:50:00+03:00,2210.53,3519.95,5337.78,6647.21,3921.65,4511.56
2026-03-14T17:00:00+03:00,2026-03-14T17:00:00+03:00,2232.21,3550.46,5380.53,6698.78,3915.08,4552.05
2026-03-14T17:10:00+03:00,2026-03-14T17:10:00+03:00,2277.51,3593.92,5421.43,6737.83,3904.98,4593.1
2026-03-14T17:20:00+03:00,2026-03-14T17:20:00+03:00,2322.81,3637.37,5462.32,6776.88,3905.08,4634.15
2026-03-14T17:30:00+03:00,2026-03-14T17:30:00+03:00,2368.11,3680.82,5503.21,6815.92,3902.25,4675.2
2026-03-14T17:40:00+03:00,2026-03-14T17:40:00+03:00,2413.41,3724.27,5544.1,6854.97,3903.74,4716.25
2026-03-14T17:50:00+03:00,2026-03-14T17:50:00+03:00,2458.7,3767.73,5584.99,6894.02,3912.24,4757.3
2026-03-14T18:00:00+03:00,2026-03-14T18:00:00+03:00,2504.0,3811.18,5625.89,6933.07,3947.34,4798.35
2026-03-14T18:10:00+03:00,2026-03-14T18:10:00+03:00,2518.92,3803.12,5585.92,6870.12,3978.76,4772.33
2026-03-14T18:20:00+03:00,2026-03-14T18:20:00+03:00,2533.84,3795.06,5545.96,6807.17,4055.35,4746.3
2026-03-14T18:30:00+03:00,2026-03-14T18:30:00+03:00,2548.76,3786.99,5505.99,6744.23,4086.63,4720.28
2026-03-14T18:40:00+03:00,2026-03-14T18:40:00+03:00,2563.67,3778.93,5466.03,6681.28,4103.51,4694.26
2026-03-14T18:50:00+03:00,2026-03-14T18:50:00+03:00,2578.59,3770.87,5426.06,6618.34,4109.8,4668.23
2026-03-14T19:00:00+03:00,2026-03-14T19:00:00+03:00,2593.51,3762.81,5386.1,6555.39,4105.97,4642.21
2026-03-14T19:10:00+03:00,2026-03-14T19:10:00+03:00,2590.38,3763.64,5392.43,6565.69,4100.06,4645.23
2026-03-14T19:20:00+03:00,2026-03-14T19:20:00+03:00,2587.25,3764.47,5398.76,6575.98,4149.44,4648.26
2026-03-14T19:30:00+03:00,2026-03-14T19:30:00+03:00,2584.13,3765.31,5405.09,6586.27,4175.52,4651.28
2026-03-14T19:40:00+03:00,2026-03-14T19:40:00+03:00,2581.0,3766.14,5411.42,6596.56,4163.57,4654.31
2026-03-14T19:50:00+03:00,2026-03-14T19:50:00+03:00,2577.87,3766.97,5417.75,6606.86,4137.41,4657.34
2026-03-14T20:00:00+03:00,2026-03-14T20:00:00+03:00,2574.74,3767.8,5424.08,6617.15,4150.79,4660.36
2026-03-14T20:10:00+03:00,2026-03-14T20:10:00+03:00,2550.02,3743.99,5401.55,6595.52,4175.42,4630.04
2026-03-14T20:20:00+03:00,2026-03-14T20:20:00+03:00,2525.29,3720.18,5379.01,6573.9,4146.5,4599.72
2026-03-14T20:30:00+03:00,2026-03-14T20:30:00+03:00,2500.57,3696.37,5356.47,6552.28,4206.33,4569.4
2026-03-14T20:40:00+03:00,2026-03-14T20:40:00+03:00,2475.84,3672.56,5333.93,6530.65,4246.03,4539.09
2026-03-14T20:50:00+03:00,2026-03-14T20:50:00+03:00,2451.11,3648.75,5311.39,6509.03,4202.54,4508.77
2026-03-14T21:00:00+03:00,2026-03-14T21:00:00+03:00,2426.39,3624.94,5288.85,6487.41,4188.05,4478.45
2026-03-14T21:10:00+03:00,2026-03-14T21:10:00+03:00,2396.04,3590.93,5249.75,6444.63,4179.67,4439.81
2026-03-14T21:20:00+03:00,2026-03-14T21:20:00+03:00,2365.69,3556.91,5210.64,6401.86,4186.58,4401.17
2026-03-14T21:30:00+03:00,2026-03-14T21:30:00+03:00,2335.34,3522.9,5171.53,6359.09,4131.44,4362.53
2026-03-14T21:40:00+03:00,2026-03-14T21:40:00+03:00,2305.0,3488.88,5132.43,6316.32,4039.51,4323.89
2026-03-14T21:50:00+03:00,2026-03-14T21:50:00+03:00,2274.65,3454.87,5093.32,6273.54,4012.08,4285.25
2026-03-14T22:00:00+03:00,2026-03-14T22:00:00+03:00,2244.3,3420.85,5054.22,6230.77,4006.03,4246.62
2026-03-14T22:10:00+03:00,2026-03-14T22:10:00+03:00,2199.82,3370.35,4995.36,6165.89,3922.34,4191.43
2026-03-14T22:20:00+03:00,2026-03-14T22:20:00+03:00,2155.33,3319.85,4936.49,6101.01,3805.7,4136.24
2026-03-14T22:30:00+03:00,2026-03-14T22:30:00+03:00,2110.85,3269.34,4877.63,6036.13,3782.31,4081.05
2026-03-14T22:40:00+03:00,2026-03-14T22:40:00+03:00,2066.36,3218.84,4818.77,5971.25,3747.83,4025.86
2026-03-14T22:50:00+03:00,2026-03-14T22:50:00+03:00,2021.88,3168.33,4759.91,5906.37,3701.55,3970.67
2026-03-14T23:00:00+03:00,2026-03-14T23:00:00+03:00,1977.39,3117.83,4701.05,5841.49,3588.74,3915.48
2026-03-14T23:10:00+03:00,2026-03-14T23:10:00+03:00,1950.53,3088.19,4667.55,5805.21,3496.42,3910.71
2026-03-14T23:20:00+03:00,2026-03-14T23:20:00+03:00,1923.66,3058.54,4634.05,5768.93,3449.65,3905.95
2026-03-14T23:30:00+03:00,2026-03-14T23:30:00+03:00,1896.8,3028.9,4600.55,5732.65,3374.68,3901.19
2026-03-14T23:40:00+03:00,2026-03-14T23:40:00+03:00,1869.93,2999.26,4567.05,5696.38,3340.67,3896.43
2026-03-14T23:50:00+03:00,2026-03-14T23:50:00+03:00,1843.07,2969.62,4533.55,5660.1,,3891.66
2026-03-15T00:00:00+03:00,2026-03-15T00:00:00+03:00,1816.21,2939.97,4500.05,5623.82,3306.82,3886.9
2026-03-15T00:10:00+03:00,2026-03-15T00:10:00+03:00,1794.79,2916.58,4473.91,5595.71,3202.99,3847.36
2026-03-15T00:20:00+03:00,2026-03-15T00:20:00+03:00,1773.37,2893.18,4447.78,5567.59,3113.47,3807.81
2026-03-15T00:30:00+03:00,2026-03-15T00:30:00+03:00,1751.95,2869.79,4421.64,5539.48,3096.15,3768.26
2026-03-15T00:40:00+03:00,2026-03-15T00:40:00+03:00,1730.53,2846.4,4395.5,5511.36,3051.88,3728.72
2026-03-15T00:50:00+03:00,2026-03-15T00:50:00+03:00,1709.11,2823.0,4369.36,5483.25,3033.66,3689.17
2026-03-15T01:00:00+03:00,2026-03-15T01:00:00+03:00,1687.7,2799.61,4343.23,5455.14,3033.92,3649.63
2026-03-15T01:10:00+03:00,2026-03-15T01:10:00+03:00,1666.83,2777.77,4320.04,5430.98,3027.09,3624.26
2026-03-15T01:20:00+03:00,2026-03-15T01:20:00+03:00,1645.95,2755.93,4296.86,5406.83,3017.44,3598.89
2026-03-15T01:30:00+03:00,2026-03-15T01:30:00+03:00,1625.08,2734.09,4273.68,5382.68,3037.41,3573.53
2026-03-15T01:40:00+03:00,2026-03-15T01:40:00+03:00,1604.21,2712.25,4250.49,5358.53,3071.62,3548.16
2026-03-15T01:50:00+03:00,2026-03-15T01:50:00+03:00,1583.34,2690.41,4227.31,5334.38,3178.19,3522.79
2026-03-15T02:00:00+03:00,2026-03-15T02:00:00+03:00,1562.47,2668.57,4204.12,5310.22,3159.56,3497.43
2026-03-15T02:10:00+03:00,2026-03-15T02:10:00+03:00,1560.89,2667.99,4204.92,5312.02,3130.4,3470.35
2026-03-15T02:20:00+03:00,2026-03-15T02:20:00+03:00,1559.31,2667.4,4205.72,5313.81,3147.48,3443.28
2026-03-15T02:30:00+03:00,2026-03-15T02:30:00+03:00,1557.73,2666.82,4206.51,5315.6,3157.05,3416.21
2026-03-15T02:40:00+03:00,2026-03-15T02:40:00+03:00,1556.15,2666.23,4207.31,5317.39,3060.72,3389.13
2026-03-15T02:50:00+03:00,2026-03-15T02:50:00+03:00,1554.57,2665.65,4208.11,5319.18,2943.35,3362.06
2026-03-15T03:00:00+03:00,2026-03-15T03:00:00+03:00,1552.99,2665.06,4208.9,5320.97,2926.56,3334.99
2026-03-15T03:10:00+03:00,2026-03-15T03:10:00+03:00,1524.36,2640.61,4190.27,5306.53,2942.59,3333.83
2026-03-15T03:20:00+03:00,2026-03-15T03:20:00+03:00,1495.72,2616.17,4171.64,5292.08,3157.35,3332.67
2026-03-15T03:30:00+03:00,2026-03-15T03:30:00+03:00,1467.09,2591.72,4153.0,5277.63,2997.8,3331.52
2026-03-15T03:40:00+03:00,2026-03-15T03:40:00+03:00,1438.45,2567.27,4134.37,5263.19,2812.84,3330.36
2026-03-15T03:50:00+03:00,2026-03-15T03:50:00+03:00,1409.82,2542.83,4115.73,5248.74,2764.45,3329.21
2026-03-15T04:00:00+03:00,2026-03-15T04:00:00+03:00,1381.19,2518.38,4097.1,5234.29,2706.35,3328.05
2026-03-15T04:10:00+03:00,2026-03-15T04:10:00+03:00,1386.41,2525.03,4105.74,5244.37,2699.75,3335.91
2026-03-15T04:20:00+03:00,2026-03-15T04:20:00+03:00,1391.63,2531.69,4114.38,5254.44,2704.07,3343.77
2026-03-15T04:30:00+03:00,2026-03-15T04:30:00+03:00,1396.85,2538.34,4123.03,5264.52,2683.16,3351.62
2026-03-15T04:40:00+03:00,2026-03-15T04:40:00+03:00,1402.07,2544.99,4131.67,5274.59,2702.91,3359.48
2026-03-15T04:50:00+03:00,2026-03-15T04:50:00+03:00,1407.29,2551.65,4140.31,5284.67,2707.3,3367.34
2026-03-15T05:00:00+03:00,2026-03-15T05:00:00+03:00,1412.51,2558.3,4148.95,5294.74,2703.96,3375.2
2026-03-15T05:10:00+03:00,2026-03-15T05:10:00+03:00,1414.38,2559.96,4150.33,5295.91,2814.01,3376.81
2026-03-15T05:20:00+03:00,2026-03-15T05:20:00+03:00,1416.24,2561.62,4151.71,5297.09,2899.55,3378.41
2026-03-15T05:30:00+03:00,2026-03-15T05:30:00+03:00,1418.11,2563.28,4153.08,5298.26,2958.15,3380.02
2026-03-15T05:40:00+03:00,2026-03-15T05:40:00+03:00,1419.98,2564.95,4154.46,5299.43,3016.06,3381.63
2026-03-15T05:50:00+03:00,2026-03-15T05:50:00+03:00,1421.84,2566.61,4155.84,5300.61,3056.16,3383.24
2026-03-15T06:00:00+03:00,2026-03-15T06:00:00+03:00,1423.71,2568.27,4157.22,5301.78,3089.9,3384.85
2026-03-15T06:10:00+03:00,2026-03-15T06:10:00+03:00,1432.77,2576.46,4164.2,5307.89,3119.58,3392.6
2026-03-15T06:20:00+03:00,2026-03-15T06:20:00+03:00,1441.84,2584.65,4171.18,5313.99,3076.58,3400.36
2026-03-15T06:30:00+03:00,2026-03-15T06:30:00+03:00,1450.91,2592.85,4178.16,5320.1,3061.04,3408.11
2026-03-15T06:40:00+03:00,2026-03-15T06:40:00+03:00,1459.97,2601.04,4185.14,5326.2,3089.04,3415.87
2026-03-15T06:50:00+03:00,2026-03-15T06:50:00+03:00,1469.04,2609.23,4192.12,5332.31,3090.62,3423.62
2026-03-15T07:00:00+03:00,2026-03-15T07:00:00+03:00,1478.11,2617.43,4199.1,5338.42,3121.65,3431.38
2026-03-15T07:10:00+03:00,2026-03-15T07:10:00+03:00,1470.61,2608.02,4187.04,5324.44,3137.93,3420.66
2026-03-15T07:20:00+03:00,2026-03-15T07:20:00+03:00,1463.11,2598.61,4174.98,5310.47,3172.41,3409.95
2026-03-15T07:30:00+03:00,2026-03-15T07:30:00+03:00,1455.62,2589.2,4162.92,5296.5,3199.98,3399.23
2026-03-15T07:40:00+03:00,2026-03-15T07:40:00+03:00,1448.12,2579.8,4150.85,5282.53,3226.36,3388.52
2026-03-15T07:50:00+03:00,2026-03-15T07:50:00+03:00,1440.62,2570.39,4138.79,5268.56,3239.66,3377.8
2026-03-15T08:00:00+03:00,2026-03-15T08:00:00+03:00,1433.13,2560.98,4126.73,5254.59,3259.08,3367.09
2026-03-15T08:10:00+03:00,2026-03-15T08:10:00+03:00,1430.32,2560.26,4128.91,5258.85,3320.34,3369.01
2026-03-15T08:20:00+03:00,2026-03-15T08:20:00+03:00,1427.51,2559.53,4131.08,5263.11,3290.22,3370.94
2026-03-15T08:30:00+03:00,2026-03-15T08:30:00+03:00,1424.7,2558.81,4133.26,5267.37,3296.43,3372.86
2026-03-15T08:40:00+03:00,2026-03-15T08:40:00+03:00,1421.89,2558.09,4135.43,5271.63,3286.72,3374.79
2026-03-15T08:50:00+03:00,2026-03-15T08:50:00+03:00,1419.08,2557.36,4137.6,5275.89,3240.13,3376.71
2026-03-15T09:00:00+03:00,2026-03-15T09:00:00+03:00,1416.27,2556.64,4139.78,5280.15,3223.36,3378.64
2026-03-15T09:10:00+03:00,2026-03-15T09:10:00+03:00,1433.71,2579.72,4170.67,5316.68,3240.43,3417.77
2026-03-15T09:20:00+03:00,2026-03-15T09:20:00+03:00,1451.15,2602.79,4201.57,5353.21,3224.46,3456.89
2026-03-15T09:30:00+03:00,2026-03-15T09:30:00+03:00,1468.6,2625.87,4232.47,5389.74,3373.35,3496.02
2026-03-15T09:40:00+03:00,2026-03-15T09:40:00+03:00,1486.04,2648.95,4263.37,5426.27,3511.75,3535.14
2026-03-15T09:50:00+03:00,2026-03-15T09:50:00+03:00,1503.48,2672.02,4294.26,5462.8,3488.54,3574.27
2026-03-15T10:00:00+03:00,2026-03-15T10:00:00+03:00,1520.93,2695.1,4325.16,5499.33,3484.64,3613.39
2026-03-15T10:10:00+03:00,2026-03-15T10:10:00+03:00,1532.51,2707.8,4339.42,5514.72,3393.78,3626.48
2026-03-15T10:20:00+03:00,2026-03-15T10:20:00+03:00,1544.09,2720.51,4353.68,5530.1,3390.14,3639.57
2026-03-15T10:30:00+03:00,2026-03-15T10:30:00+03:00,1555.67,2733.21,4367.94,5545.48,3310.7,3652.65
2026-03-15T10:40:00+03:00,2026-03-15T10:40:00+03:00,1567.25,2745.91,4382.2,5560.86,3276.78,3665.74
2026-03-15T10:50:00+03:00,2026-03-15T10:50:00+03:00,1578.83,2758.62,4396.46,5576.24,3245.33,3678.82
2026-03-15T11:00:00+03:00,2026-03-15T11:00:00+03:00,1590.41,2771.32,4410.72,5591.63,3271.99,3691.91
2026-03-15T11:10:00+03:00,2026-03-15T11:10:00+03:00,1609.69,2790.27,4429.22,5609.8,3256.97,3709.81
2026-03-15T11:20:00+03:00,2026-03-15T11:20:00+03:00,1628.96,2809.21,4447.71,5627.97,3271.52,3727.71
2026-03-15T11:30:00+03:00,2026-03-15T11:30:00+03:00,1648.23,2828.16,4466.21,5646.14,3266.53,3745.61
2026-03-15T11:40:00+03:00,2026-03-15T11:40:00+03:00,1667.5,2847.11,4484.7,5664.31,3271.53,3763.51
2026-03-15T11:50:00+03:00,2026-03-15T11:50:00+03:00,1686.78,2866.06,4503.2,5682.48,3298.11,3781.41
2026-03-15T12:00:00+03:00,2026-03-15T12:00:00+03:00,1706.05,2885.0,4521.7,5700.65,3243.24,3799.3
2026-03-15T12:10:00+03:00,2026-03-15T12:10:00+03:00,1717.61,2899.42,4540.07,5721.88,3191.42,3812.93
2026-03-15T12:20:00+03:00,2026-03-15T12:20:00+03:00,1729.17,2913.83,4558.45,5743.11,3177.66,3826.56
