date,hour,systemMarginalPrice
2026-03-29T00:00:00+03:00,2026-03-29T00:00:00+03:00,2900.0
2026-03-29T01:00:00+03:00,2026-03-29T01:00:00+03:00,2500.0
2026-03-29T02:00:00+03:00,2026-03-29T02:00:00+03:00,1861.8
2026-03-29T03:00:00+03:00,2026-03-29T03:00:00+03:00,1861.8
2026-03-29T04:00:00+03:00,2026-03-29T04:00:00+03:00,1129.0
2026-03-29T05:00:00+03:00,2026-03-29T05:00:00+03:00,1200.0
2026-03-29T06:00:00+03:00,2026-03-29T06:00:00+03:00,1029.0
2026-03-29T07:00:00+03:00,2026-03-29T07:00:00+03:00,0.0
2026-03-29T08:00:00+03:00,2026-03-29T08:00:00+03:00,0.0
2026-03-29T09:00:00+03:00,2026-03-29T09:00:00+03:00,0.0
2026-03-29T10:00:00+03:00,2026-03-29T10:00:00+03:00,0.0
2026-03-29T11:00:00+03:00,2026-03-29T11:00:00+03:00,1861.8
2026-03-29T12:00:00+03:00,2026-03-29T12:00:00+03:00,2047.98
2026-03-29T13:00:00+03:00,2026-03-29T13:00:00+03:00,2047.98
2026-03-29T14:00:00+03:00,2026-03-29T14:00:00+03:00,2498.0
2026-03-29T15:00:00+03:00,2026-03-29T15:00:00+03:00,2047.98
2026-03-29T16:00:00+03:00,2026-03-29T16:00:00+03:00,490.0
2026-03-29T17:00:00+03:00,2026-03-29T17:00:00+03:00,200.0
2026-03-29T18:00:00+03:00,2026-03-29T18:00:00+03:00,180.0
2026-03-29T19:00:00+03:00,2026-03-29T19:00:00+03:00,3390.0
2026-03-29T20:00:00+03:00,2026-03-29T20:00:00+03:00,3390.0
2026-03-29T21:00:00+03:00,2026-03-29T21:00:00+03:00,800.0
2026-03-29T22:00:00+03:00,2026-03-29T22:00:00+03:00,800.0
2026-03-29T23:00:00+03:00,2026-03-29T23:00:00+03:00,799.99
2026-03-30T00:00:00+03:00,2026-03-30T00:00:00+03:00,600.0
2026-03-30T01:00:00+03:00,2026-03-30T01:00:00+03:00,1000.0
2026-03-30T02:00:00+03:00,2026-03-30T02:00:00+03:00,1200.0
2026-03-30T03:00:00+03:00,2026-03-30T03:00:00+03:00,299.0
2026-03-30T04:00:00+03:00,2026-03-30T04:00:00+03:00,9.0
2026-03-30T05:00:00+03:00,2026-03-30T05:00:00+03:00,0.0
2026-03-30T06:00:00+03:00,2026-03-30T06:00:00+03:00,0.0
2026-03-30T07:00:00+03:00,2026-03-30T07:00:00+03:00,0.0
2026-03-30T08:00:00+03:00,2026-03-30T08:00:00+03:00,1240.1
2026-03-30T09:00:00+03:00,2026-03-30T09:00:00+03:00,3200.0
2026-03-30T10:00:00+03:00,2026-03-30T10:00:00+03:00,3200.0
2026-03-30T11:00:00+03:00,2026-03-30T11:00:00+03:00,3100.0
2026-03-30T12:00:00+03:00,2026-03-30T12:00:00+03:00,2498.0
2026-03-30T13:00:00+03:00,2026-03-30T13:00:00+03:00,2498.0
2026-03-30T14:00:00+03:00,2026-03-30T14:00:00+03:00,3000.0
2026-03-30T15:00:00+03:00,2026-03-30T15:00:00+03:00,2900.0
2026-03-30T16:00:00+03:00,2026-03-30T16:00:00+03:00,3250.0
2026-03-30T17:00:00+03:00,2026-03-30T17:00:00+03:00,3399.91
2026-03-30T18:00:00+03:00,2026-03-30T18:00:00+03:00,3399.91
2026-03-30T19:00:00+03:00,2026-03-30T19:00:00+03:00,3400.0
2026-03-30T20:00:00+03:00,2026-03-30T20:00:00+03:00,3400.0
2026-03-30T21:00:00+03:00,2026-03-30T21:00:00+03:00,3400.0
2026-03-30T22:00:00+03:00,2026-03-30T22:00:00+03:00,3390.0
2026-03-30T23:00:00+03:00,2026-03-30T23:00:00+03:00,3250.0
2026-03-31T00:00:00+03:00,2026-03-31T00:00:00+03:00,2540.0
2026-03-31T01:00:00+03:00,2026-03-31T01:00:00+03:00,3200.0
2026-03-31T02:00:00+03:00,2026-03-31T02:00:00+03:00,2500.0
2026-03-31T03:00:00+03:00,2026-03-31T03:00:00+03:00,800.0
2026-03-31T04:00:00+03:00,2026-03-31T04:00:00+03:00,1900.0
2026-03-31T05:00:00+03:00,2026-03-31T05:00:00+03:00,2100.0
2026-03-31T06:00:00+03:00,2026-03-31T06:00:00+03:00,2100.0
2026-03-31T07:00:00+03:00,2026-03-31T07:00:00+03:00,100.0
2026-03-31T08:00:00+03:00,2026-03-31T08:00:00+03:00,2500.0
2026-03-31T09:00:00+03:00,2026-03-31T09:00:00+03:00,200.0
2026-03-31T10:00:00+03:00,2026-03-31T10:00:00+03:00,0.0
2026-03-31T11:00:00+03:00,2026-03-31T11:00:00+03:00,0.0
2026-03-31T12:00:00+03:00,2026-03-31T12:00:00+03:00,0.0
2026-03-31T13:00:00+03:00,2026-03-31T13:00:00+03:00,0.0
2026-03-31T14:00:00+03:00,2026-03-31T14:00:00+03:00,0.0
2026-03-31T15:00:00+03:00,2026-03-31T15:00:00+03:00,0.0
2026-03-31T16:00:00+03:00,2026-03-31T16:00:00+03:00,1000.0
2026-03-31T17:00:00+03:00,2026-03-31T17:00:00+03:00,3200.0
2026-03-31T18:00:00+03:00,2026-03-31T18:00:00+03:00,1750.01
2026-03-31T19:00:00+03:00,2026-03-31T19:00:00+03:00,1900.0
2026-03-31T20:00:00+03:00,2026-03-31T20:00:00+03:00,3400.0
2026-03-31T21:00:00+03:00,2026-03-31T21:00:00+03:00,2941.78
2026-03-31T22:00:00+03:00,2026-03-31T22:00:00+03:00,800.0
2026-03-31T23:00:00+03:00,2026-03-31T23:00:00+03:00,1861.8
2026-04-01T00:00:00+03:00,2026-04-01T00:00:00+03:00,100.0
2026-04-01T01:00:00+03:00,2026-04-01T01:00:00+03:00,100.0
2026-04-01T02:00:00+03:00,2026-04-01T02:00:00+03:00,0.0
2026-04-01T03:00:00+03:00,2026-04-01T03:00:00+03:00,0.0
2026-04-01T04:00:00+03:00,2026-04-01T04:00:00+03:00,0.0
2026-04-01T05:00:00+03:00,2026-04-01T05:00:00+03:00,11.0
2026-04-01T06:00:00+03:00,2026-04-01T06:00:00+03:00,100.0
2026-04-01T07:00:00+03:00,2026-04-01T07:00:00+03:00,1200.0
2026-04-01T08:00:00+03:00,2026-04-01T08:00:00+03:00,0.0
2026-04-01T09:00:00+03:00,2026-04-01T09:00:00+03:00,0.0
2026-04-01T10:00:00+03:00,2026-04-01T10:00:00+03:00,0.0
2026-04-01T11:00:00+03:00,2026-04-01T11:00:00+03:00,0.0
2026-04-01T12:00:00+03:00,2026-04-01T12:00:00+03:00,0.0
2026-04-01T13:00:00+03:00,2026-04-01T13:00:00+03:00,200.01
2026-04-01T14:00:00+03:00,2026-04-01T14:00:00+03:00,1900.0
2026-04-01T15:00:00+03:00,2026-04-01T15:00:00+03:00,2200.0
2026-04-01T16:00:00+03:00,2026-04-01T16:00:00+03:00,2700.0
2026-04-01T17:00:00+03:00,2026-04-01T17:00:00+03:00,2400.0
2026-04-01T18:00:00+03:00,2026-04-01T18:00:00+03:00,1.0
2026-04-01T19:00:00+03:00,2026-04-01T19:00:00+03:00,100.0
2026-04-01T20:00:00+03:00,2026-04-01T20:00:00+03:00,100.0
2026-04-01T21:00:00+03:00,2026-04-01T21:00:00+03:00,0.0
2026-04-01T22:00:00+03:00,2026-04-01T22:00:00+03:00,0.0
2026-04-01T23:00:00+03:00,2026-04-01T23:00:00+03:00,250.0
2026-04-02T00:00:00+03:00,2026-04-02T00:00:00+03:00,249.99
2026-04-02T01:00:00+03:00,2026-04-02T01:00:00+03:00,8.0
2026-04-02T02:00:00+03:00,2026-04-02T02:00:00+03:00,0.0
2026-04-02T03:00:00+03:00,2026-04-02T03:00:00+03:00,0.0
2026-04-02T04:00:00+03:00,2026-04-02T04:00:00+03:00,0.0
2026-04-02T05:00:00+03:00,2026-04-02T05:00:00+03:00,0.0
2026-04-02T06:00:00+03:00,2026-04-02T06:00:00+03:00,0.0
2026-04-02T07:00:00+03:00,2026-04-02T07:00:00+03:00,0.0
2026-04-02T08:00:00+03:00,2026-04-02T08:00:00+03:00,0.0
2026-04-02T09:00:00+03:00,2026-04-02T09:00:00+03:00,100.0
2026-04-02T10:00:00+03:00,2026-04-02T10:00:00+03:00,100.0
2026-04-02T11:00:00+03:00,2026-04-02T11:00:00+03:00,2400.0
2026-04-02T12:00:00+03:00,2026-04-02T12:00:00+03:00,2200.0
2026-04-02T13:00:00+03:00,2026-04-02T13:00:00+03:00,0.0
2026-04-02T14:00:00+03:00,2026-04-02T14:00:00+03:00,0.0
2026-04-02T15:00:00+03:00,2026-04-02T15:00:00+03:00,0.0
2026-04-02T16:00:00+03:00,2026-04-02T16:00:00+03:00,0.0
2026-04-02T17:00:00+03:00,2026-04-02T17:00:00+03:00,0.0
2026-04-02T18:00:00+03:00,2026-04-02T18:00:00+03:00,100.0
2026-04-02T19:00:00+03:00,2026-04-02T19:00:00+03:00,2850.0
2026-04-02T20:00:00+03:00,2026-04-02T20:00:00+03:00,3350.0
2026-04-02T21:00:00+03:00,2026-04-02T21:00:00+03:00,2000.0
2026-04-02T22:00:00+03:00,2026-04-02T22:00:00+03:00,2200.0
2026-04-02T23:00:00+03:00,2026-04-02T23:00:00+03:00,1900.0
2026-04-03T00:00:00+03:00,2026-04-03T00:00:00+03:00,2200.0
2026-04-03T01:00:00+03:00,2026-04-03T01:00:00+03:00,2200.0
2026-04-03T02:00:00+03:00,2026-04-03T02:00:00+03:00,0.0
2026-04-03T03:00:00+03:00,2026-04-03T03:00:00+03:00,0.0
2026-04-03T04:00:00+03:00,2026-04-03T04:00:00+03:00,0.0
2026-04-03T05:00:00+03:00,2026-04-03T05:00:00+03:00,0.0
2026-04-03T06:00:00+03:00,2026-04-03T06:00:00+03:00,1590.0
2026-04-03T07:00:00+03:00,2026-04-03T07:00:00+03:00,1200.0
2026-04-03T08:00:00+03:00,2026-04-03T08:00:00+03:00,3150.0
2026-04-03T09:00:00+03:00,2026-04-03T09:00:00+03:00,3150.0
2026-04-03T10:00:00+03:00,2026-04-03T10:00:00+03:00,2800.0
2026-04-03T11:00:00+03:00,2026-04-03T11:00:00+03:00,2900.0
2026-04-03T12:00:00+03:00,2026-04-03T12:00:00+03:00,3000.01
2026-04-03T13:00:00+03:00,2026-04-03T13:00:00+03:00,0.0
2026-04-03T14:00:00+03:00,2026-04-03T14:00:00+03:00,2400.0
2026-04-03T15:00:00+03:00,2026-04-03T15:00:00+03:00,2200.0
2026-04-03T16:00:00+03:00,2026-04-03T16:00:00+03:00,2400.0
2026-04-03T17:00:00+03:00,2026-04-03T17:00:00+03:00,100.0
2026-04-03T18:00:00+03:00,2026-04-03T18:00:00+03:00,3000.01
2026-04-03T19:00:00+03:00,2026-04-03T19:00:00+03:00,3390.0
2026-04-03T20:00:00+03:00,2026-04-03T20:00:00+03:00,3399.0
2026-04-03T21:00:00+03:00,2026-04-03T21:00:00+03:00,3350.0
2026-04-03T22:00:00+03:00,2026-04-03T22:00:00+03:00,800.0
2026-04-03T23:00:00+03:00,2026-04-03T23:00:00+03:00,1200.0
2026-04-04T00:00:00+03:00,2026-04-04T00:00:00+03:00,700.01
2026-04-04T01:00:00+03:00,2026-04-04T01:00:00+03:00,200.0
2026-04-04T02:00:00+03:00,2026-04-04T02:00:00+03:00,650.99
2026-04-04T03:00:00+03:00,2026-04-04T03:00:00+03:00,110.0
2026-04-04T04:00:00+03:00,2026-04-04T04:00:00+03:00,699.99
2026-04-04T05:00:00+03:00,2026-04-04T05:00:00+03:00,999.99
2026-04-04T06:00:00+03:00,2026-04-04T06:00:00+03:00,900.01
2026-04-04T07:00:00+03:00,2026-04-04T07:00:00+03:00,0.0
2026-04-04T08:00:00+03:00,2026-04-04T08:00:00+03:00,0.0
2026-04-04T09:00:00+03:00,2026-04-04T09:00:00+03:00,0.0
2026-04-04T10:00:00+03:00,2026-04-04T10:00:00+03:00,0.0
2026-04-04T11:00:00+03:00,2026-04-04T11:00:00+03:00,0.0
2026-04-04T12:00:00+03:00,2026-04-04T12:00:00+03:00,0.0
2026-04-04T13:00:00+03:00,2026-04-04T13:00:00+03:00,0.0
2026-04-04T14:00:00+03:00,2026-04-04T14:00:00+03:00,0.0
2026-04-04T15:00:00+03:00,2026-04-04T15:00:00+03:00,0.0
2026-04-04T16:00:00+03:00,2026-04-04T16:00:00+03:00,0.0
2026-04-04T17:00:00+03:00,2026-04-04T17:00:00+03:00,0.0
2026-04-04T18:00:00+03:00,2026-04-04T18:00:00+03:00,800.0
2026-04-04T19:00:00+03:00,2026-04-04T19:00:00+03:00,4500.0
2026-04-04T20:00:00+03:00,2026-04-04T20:00:00+03:00,4500.0
2026-04-04T21:00:00+03:00,2026-04-04T21:00:00+03:00,3600.0
2026-04-04T22:00:00+03:00,2026-04-04T22:00:00+03:00,1725.0
2026-04-04T23:00:00+03:00,2026-04-04T23:00:00+03:00,1090.48
2026-04-05T00:00:00+03:00,2026-04-05T00:00:00+03:00,100.0
2026-04-05T01:00:00+03:00,2026-04-05T01:00:00+03:00,2000.0
2026-04-05T02:00:00+03:00,2026-04-05T02:00:00+03:00,1600.0
2026-04-05T03:00:00+03:00,2026-04-05T03:00:00+03:00,1500.0
2026-04-05T04:00:00+03:00,2026-04-05T04:00:00+03:00,1200.0
2026-04-05T05:00:00+03:00,2026-04-05T05:00:00+03:00,150.0
2026-04-05T06:00:00+03:00,2026-04-05T06:00:00+03:00,200.0
2026-04-05T07:00:00+03:00,2026-04-05T07:00:00+03:00,0.0
2026-04-05T08:00:00+03:00,2026-04-05T08:00:00+03:00,0.0
2026-04-05T09:00:00+03:00,2026-04-05T09:00:00+03:00,0.0
2026-04-05T10:00:00+03:00,2026-04-05T10:00:00+03:00,0.0
2026-04-05T11:00:00+03:00,2026-04-05T11:00:00+03:00,0.0
2026-04-05T12:00:00+03:00,2026-04-05T12:00:00+03:00,0.0
2026-04-05T13:00:00+03:00,2026-04-05T13:00:00+03:00,0.0
2026-04-05T14:00:00+03:00,2026-04-05T14:00:00+03:00,0.0
2026-04-05T15:00:00+03:00,2026-04-05T15:00:00+03:00,0.0
2026-04-05T16:00:00+03:00,2026-04-05T16:00:00+03:00,0.0
2026-04-05T17:00:00+03:00,2026-04-05T17:00:00+03:00,0.0
2026-04-05T18:00:00+03:00,2026-04-05T18:00:00+03:00,0.0
2026-04-05T19:00:00+03:00,2026-04-05T19:00:00+03:00,800.0
2026-04-05T20:00:00+03:00,2026-04-05T20:00:00+03:00,3400.0
2026-04-05T21:00:00+03:00,2026-04-05T21:00:00+03:00,100.0
2026-04-05T22:00:00+03:00,2026-04-05T22:00:00+03:00,350.0
2026-04-05T23:00:00+03:00,2026-04-05T23:00:00+03:00,200.0
2026-04-06T00:00:00+03:00,2026-04-06T00:00:00+03:00,0.0
2026-04-06T01:00:00+03:00,2026-04-06T01:00:00+03:00,0.0
2026-04-06T02:00:00+03:00,2026-04-06T02:00:00+03:00,0.0
2026-04-06T03:00:00+03:00,2026-04-06T03:00:00+03:00,0.0
2026-04-06T04:00:00+03:00,2026-04-06T04:00:00+03:00,0.0
2026-04-06T05:00:00+03:00,2026-04-06T05:00:00+03:00,0.0
2026-04-06T06:00:00+03:00,2026-04-06T06:00:00+03:00,0.0
2026-04-06T07:00:00+03:00,2026-04-06T07:00:00+03:00,0.0
2026-04-06T08:00:00+03:00,2026-04-06T08:00:00+03:00,0.0
2026-04-06T09:00:00+03:00,2026-04-06T09:00:00+03:00,0.0
2026-04-06T10:00:00+03:00,2026-04-06T10:00:00+03:00,0.0
2026-04-06T11:00:00+03:00,2026-04-06T11:00:00+03:00,0.0
2026-04-06T12:00:00+03:00,2026-04-06T12:00:00+03:00,0.0
2026-04-06T13:00:00+03:00,2026-04-06T13:00:00+03:00,0.0
2026-04-06T14:00:00+03:00,2026-04-06T14:00:00+03:00,0.0
2026-04-06T15:00:00+03:00,2026-04-06T15:00:00+03:00,0.0
2026-04-06T16:00:00+03:00,2026-04-06T16:00:00+03:00,0.0
2026-04-06T17:00:00+03:00,2026-04-06T17:00:00+03:00,0.0
2026-04-06T18:00:00+03:00,2026-04-06T18:00:00+03:00,351.0
2026-04-06T19:00:00+03:00,2026-04-06T19:00:00+03:00,2436.0
2026-04-06T20:00:00+03:00,2026-04-06T20:00:00+03:00,4499.0
2026-04-06T21:00:00+03:00,2026-04-06T21:00:00+03:00,4499.0
2026-04-06T22:00:00+03:00,2026-04-06T22:00:00+03:00,3323.69
2026-04-06T23:00:00+03:00,2026-04-06T23:00:00+03:00,700.0
2026-04-07T00:00:00+03:00,2026-04-07T00:00:00+03:00,9.0
2026-04-07T01:00:00+03:00,2026-04-07T01:00:00+03:00,1200.0
2026-04-07T02:00:00+03:00,2026-04-07T02:00:00+03:00,2300.0
2026-04-07T03:00:00+03:00,2026-04-07T03:00:00+03:00,999.99
2026-04-07T04:00:00+03:00,2026-04-07T04:00:00+03:00,1550.0
2026-04-07T05:00:00+03:00,2026-04-07T05:00:00+03:00,1550.0
2026-04-07T06:00:00+03:00,2026-04-07T06:00:00+03:00,1550.0
2026-04-07T07:00:00+03:00,2026-04-07T07:00:00+03:00,0.0
2026-04-07T08:00:00+03:00,2026-04-07T08:00:00+03:00,500.0
2026-04-07T09:00:00+03:00,2026-04-07T09:00:00+03:00,548.0
2026-04-07T10:00:00+03:00,2026-04-07T10:00:00+03:00,0.0
2026-04-07T11:00:00+03:00,2026-04-07T11:00:00+03:00,0.0
2026-04-07T12:00:00+03:00,2026-04-07T12:00:00+03:00,0.0
2026-04-07T13:00:00+03:00,2026-04-07T13:00:00+03:00,0.0
2026-04-07T14:00:00+03:00,2026-04-07T14:00:00+03:00,137.99
2026-04-07T15:00:00+03:00,2026-04-07T15:00:00+03:00,0.0
2026-04-07T16:00:00+03:00,2026-04-07T16:00:00+03:00,0.0
2026-04-07T17:00:00+03:00,2026-04-07T17:00:00+03:00,0.0
2026-04-07T18:00:00+03:00,2026-04-07T18:00:00+03:00,490.0
2026-04-07T19:00:00+03:00,2026-04-07T19:00:00+03:00,3608.35
2026-04-07T20:00:00+03:00,2026-04-07T20:00:00+03:00,4499.0
2026-04-07T21:00:00+03:00,2026-04-07T21:00:00+03:00,3945.0
2026-04-07T22:00:00+03:00,2026-04-07T22:00:00+03:00,2950.0
2026-04-07T23:00:00+03:00,2026-04-07T23:00:00+03:00,200.0
2026-04-08T00:00:00+03:00,2026-04-08T00:00:00+03:00,0.0
2026-04-08T01:00:00+03:00,2026-04-08T01:00:00+03:00,0.0
2026-04-08T02:00:00+03:00,2026-04-08T02:00:00+03:00,303.0
2026-04-08T03:00:00+03:00,2026-04-08T03:00:00+03:00,0.0
2026-04-08T04:00:00+03:00,2026-04-08T04:00:00+03:00,0.0
2026-04-08T05:00:00+03:00,2026-04-08T05:00:00+03:00,0.0
2026-04-08T06:00:00+03:00,2026-04-08T06:00:00+03:00,0.0
2026-04-08T07:00:00+03:00,2026-04-08T07:00:00+03:00,0.0
2026-04-08T08:00:00+03:00,2026-04-08T08:00:00+03:00,2500.0
2026-04-08T09:00:00+03:00,2026-04-08T09:00:00+03:00,3150.0
2026-04-08T10:00:00+03:00,2026-04-08T10:00:00+03:00,3000.02
2026-04-08T11:00:00+03:00,2026-04-08T11:00:00+03:00,2300.0
2026-04-08T12:00:00+03:00,2026-04-08T12:00:00+03:00,900.0
2026-04-08T13:00:00+03:00,2026-04-08T13:00:00+03:00,900.0
2026-04-08T14:00:00+03:00,2026-04-08T14:00:00+03:00,3000.01
2026-04-08T15:00:00+03:00,2026-04-08T15:00:00+03:00,2900.0
2026-04-08T16:00:00+03:00,2026-04-08T16:00:00+03:00,2300.0
2026-04-08T17:00:00+03:00,2026-04-08T17:00:00+03:00,749.47
2026-04-08T18:00:00+03:00,2026-04-08T18:00:00+03:00,450.0
2026-04-08T19:00:00+03:00,2026-04-08T19:00:00+03:00,700.0
2026-04-08T20:00:00+03:00,2026-04-08T20:00:00+03:00,700.0
2026-04-08T21:00:00+03:00,2026-04-08T21:00:00+03:00,700.0
2026-04-08T22:00:00+03:00,2026-04-08T22:00:00+03:00,372.99
2026-04-08T23:00:00+03:00,2026-04-08T23:00:00+03:00,100.0
2026-04-09T00:00:00+03:00,2026-04-09T00:00:00+03:00,0.0
2026-04-09T01:00:00+03:00,2026-04-09T01:00:00+03:00,10.0
2026-04-09T02:00:00+03:00,2026-04-09T02:00:00+03:00,10.0
2026-04-09T03:00:00+03:00,2026-04-09T03:00:00+03:00,5.0
2026-04-09T04:00:00+03:00,2026-04-09T04:00:00+03:00,100.0
2026-04-09T05:00:00+03:00,2026-04-09T05:00:00+03:00,1500.0
2026-04-09T06:00:00+03:00,2026-04-09T06:00:00+03:00,1750.0
2026-04-09T07:00:00+03:00,2026-04-09T07:00:00+03:00,1891.93
2026-04-09T08:00:00+03:00,2026-04-09T08:00:00+03:00,3249.0
2026-04-09T09:00:00+03:00,2026-04-09T09:00:00+03:00,2500.0
2026-04-09T10:00:00+03:00,2026-04-09T10:00:00+03:00,1390.0
2026-04-09T11:00:00+03:00,2026-04-09T11:00:00+03:00,1891.93
2026-04-09T12:00:00+03:00,2026-04-09T12:00:00+03:00,0.0
2026-04-09T13:00:00+03:00,2026-04-09T13:00:00+03:00,1891.93
2026-04-09T14:00:00+03:00,2026-04-09T14:00:00+03:00,3000.01
2026-04-09T15:00:00+03:00,2026-04-09T15:00:00+03:00,2200.0
2026-04-09T16:00:00+03:00,2026-04-09T16:00:00+03:00,4300.0
2026-04-09T17:00:00+03:00,2026-04-09T17:00:00+03:00,4498.91
2026-04-09T18:00:00+03:00,2026-04-09T18:00:00+03:00,4500.0
2026-04-09T19:00:00+03:00,2026-04-09T19:00:00+03:00,4500.0
2026-04-09T20:00:00+03:00,2026-04-09T20:00:00+03:00,4500.0
2026-04-09T21:00:00+03:00,2026-04-09T21:00:00+03:00,4498.92
2026-04-09T22:00:00+03:00,2026-04-09T22:00:00+03:00,4499.0
2026-04-09T23:00:00+03:00,2026-04-09T23:00:00+03:00,4498.9
2026-04-10T00:00:00+03:00,2026-04-10T00:00:00+03:00,800.0
2026-04-10T01:00:00+03:00,2026-04-10T01:00:00+03:00,700.0
2026-04-10T02:00:00+03:00,2026-04-10T02:00:00+03:00,800.0
2026-04-10T03:00:00+03:00,2026-04-10T03:00:00+03:00,1200.01
2026-04-10T04:00:00+03:00,2026-04-10T04:00:00+03:00,1600.0
2026-04-10T05:00:00+03:00,2026-04-10T05:00:00+03:00,2898.0
2026-04-10T06:00:00+03:00,2026-04-10T06:00:00+03:00,2200.0
2026-04-10T07:00:00+03:00,2026-04-10T07:00:00+03:00,2188.3
2026-04-10T08:00:00+03:00,2026-04-10T08:00:00+03:00,4388.0
2026-04-10T09:00:00+03:00,2026-04-10T09:00:00+03:00,4300.0
2026-04-10T10:00:00+03:00,2026-04-10T10:00:00+03:00,2188.3
2026-04-10T11:00:00+03:00,2026-04-10T11:00:00+03:00,3000.02
2026-04-10T12:00:00+03:00,2026-04-10T12:00:00+03:00,50.0
2026-04-10T13:00:00+03:00,2026-04-10T13:00:00+03:00,0.0
2026-04-10T14:00:00+03:00,2026-04-10T14:00:00+03:00,2188.3
2026-04-10T15:00:00+03:00,2026-04-10T15:00:00+03:00,1989.37
2026-04-10T16:00:00+03:00,2026-04-10T16:00:00+03:00,2898.0
2026-04-10T17:00:00+03:00,2026-04-10T17:00:00+03:00,4300.0
2026-04-10T18:00:00+03:00,2026-04-10T18:00:00+03:00,4300.0
2026-04-10T19:00:00+03:00,2026-04-10T19:00:00+03:00,4500.0
2026-04-10T20:00:00+03:00,2026-04-10T20:00:00+03:00,2801.0
2026-04-10T21:00:00+03:00,2026-04-10T21:00:00+03:00,4498.9
2026-04-10T22:00:00+03:00,2026-04-10T22:00:00+03:00,4388.0
2026-04-10T23:00:00+03:00,2026-04-10T23:00:00+03:00,4388.0
2026-04-11T00:00:00+03:00,2026-04-11T00:00:00+03:00,4498.3
2026-04-11T01:00:00+03:00,2026-04-11T01:00:00+03:00,4300.0
2026-04-11T02:00:00+03:00,2026-04-11T02:00:00+03:00,4300.0
2026-04-11T03:00:00+03:00,2026-04-11T03:00:00+03:00,3000.0
2026-04-11T04:00:00+03:00,2026-04-11T04:00:00+03:00,3000.0
2026-04-11T05:00:00+03:00,2026-04-11T05:00:00+03:00,2800.0
2026-04-11T06:00:00+03:00,2026-04-11T06:00:00+03:00,2498.0
2026-04-11T07:00:00+03:00,2026-04-11T07:00:00+03:00,1200.0
2026-04-11T08:00:00+03:00,2026-04-11T08:00:00+03:00,3000.0
2026-04-11T09:00:00+03:00,2026-04-11T09:00:00+03:00,2498.0
2026-04-11T10:00:00+03:00,2026-04-11T10:00:00+03:00,1490.0
2026-04-11T11:00:00+03:00,2026-04-11T11:00:00+03:00,1151.0
2026-04-11T12:00:00+03:00,2026-04-11T12:00:00+03:00,0.0
2026-04-11T13:00:00+03:00,2026-04-11T13:00:00+03:00,0.0
2026-04-11T14:00:00+03:00,2026-04-11T14:00:00+03:00,0.0
2026-04-11T15:00:00+03:00,2026-04-11T15:00:00+03:00,0.0
2026-04-11T16:00:00+03:00,2026-04-11T16:00:00+03:00,0.0
2026-04-11T17:00:00+03:00,2026-04-11T17:00:00+03:00,800.0
2026-04-11T18:00:00+03:00,2026-04-11T18:00:00+03:00,4498.3
2026-04-11T19:00:00+03:00,2026-04-11T19:00:00+03:00,4500.0
2026-04-11T20:00:00+03:00,2026-04-11T20:00:00+03:00,4500.0
2026-04-11T21:00:00+03:00,2026-04-11T21:00:00+03:00,4500.0
2026-04-11T22:00:00+03:00,2026-04-11T22:00:00+03:00,4500.0
2026-04-11T23:00:00+03:00,2026-04-11T23:00:00+03:00,4498.91
2026-04-12T00:00:00+03:00,2026-04-12T00:00:00+03:00,4377.0
2026-04-12T01:00:00+03:00,2026-04-12T01:00:00+03:00,3000.03
2026-04-12T02:00:00+03:00,2026-04-12T02:00:00+03:00,3000.0
2026-04-12T03:00:00+03:00,2026-04-12T03:00:00+03:00,700.0
2026-04-12T04:00:00+03:00,2026-04-12T04:00:00+03:00,599.99
2026-04-12T05:00:00+03:00,2026-04-12T05:00:00+03:00,1851.0
2026-04-12T06:00:00+03:00,2026-04-12T06:00:00+03:00,1957.71
2026-04-12T07:00:00+03:00,2026-04-12T07:00:00+03:00,2153.48
2026-04-12T08:00:00+03:00,2026-04-12T08:00:00+03:00,0.0
2026-04-12T09:00:00+03:00,2026-04-12T09:00:00+03:00,0.0
2026-04-12T10:00:00+03:00,2026-04-12T10:00:00+03:00,0.0
2026-04-12T11:00:00+03:00,2026-04-12T11:00:00+03:00,0.0
2026-04-12T12:00:00+03:00,2026-04-12T12:00:00+03:00,0.0
2026-04-12T13:00:00+03:00,2026-04-12T13:00:00+03:00,0.0
2026-04-12T14:00:00+03:00,2026-04-12T14:00:00+03:00,0.0
2026-04-12T15:00:00+03:00,2026-04-12T15:00:00+03:00,0.0
2026-04-12T16:00:00+03:00,2026-04-12T16:00:00+03:00,0.0
2026-04-12T17:00:00+03:00,2026-04-12T17:00:00+03:00,0.0
2026-04-12T18:00:00+03:00,2026-04-12T18:00:00+03:00,0.0
2026-04-12T19:00:00+03:00,2026-04-12T19:00:00+03:00,4377.0
2026-04-12T20:00:00+03:00,2026-04-12T20:00:00+03:00,4500.0
2026-04-12T21:00:00+03:00,2026-04-12T21:00:00+03:00,4498.9
2026-04-12T22:00:00+03:00,2026-04-12T22:00:00+03:00,4377.0
2026-04-12T23:00:00+03:00,2026-04-12T23:00:00+03:00,3000.0
2026-04-13T00:00:00+03:00,2026-04-13T00:00:00+03:00,2153.48
2026-04-13T01:00:00+03:00,2026-04-13T01:00:00+03:00,2153.48
2026-04-13T02:00:00+03:00,2026-04-13T02:00:00+03:00,1340.0
