date,time,ptf,smf,positiveImbalance,negativeImbalance,systemStatus
2026-03-14T00:00:00+03:00,2026-03-14T00:00:00+03:00,2999.93,3399.6,2909.9321,3603.576,Enerji Açığı
2026-03-14T01:00:00+03:00,2026-03-14T01:00:00+03:00,2894.0,3399.22,2807.18,3603.1732,Enerji Açığı
2026-03-14T02:00:00+03:00,2026-03-14T02:00:00+03:00,2789.7,3399.21,2706.009,3603.1626,Enerji Açığı
2026-03-14T03:00:00+03:00,2026-03-14T03:00:00+03:00,2456.0,3000.0,2382.32,3180.0,Enerji Açığı
2026-03-14T04:00:00+03:00,2026-03-14T04:00:00+03:00,3090.0,3300.0,2997.3,3498.0,Enerji Açığı
2026-03-14T05:00:00+03:00,2026-03-14T05:00:00+03:00,3213.0,3300.0,3116.61,3498.0,Enerji Açığı
2026-03-14T06:00:00+03:00,2026-03-14T06:00:00+03:00,2989.99,1490.0,1400.6,3079.6897,Enerji Fazlası
2026-03-14T07:00:00+03:00,2026-03-14T07:00:00+03:00,2136.88,699.99,657.9906,2200.9864,Enerji Fazlası
2026-03-14T08:00:00+03:00,2026-03-14T08:00:00+03:00,1750.0,3399.21,1697.5,3603.1626,Enerji Açığı
2026-03-14T09:00:00+03:00,2026-03-14T09:00:00+03:00,2347.7,3399.23,2277.269,3603.1838,Enerji Açığı
2026-03-14T10:00:00+03:00,2026-03-14T10:00:00+03:00,1670.0,3399.23,1619.9,3603.1838,Enerji Açığı
2026-03-14T11:00:00+03:00,2026-03-14T11:00:00+03:00,1500.0,3399.23,1455.0,3603.1838,Enerji Açığı
2026-03-14T12:00:00+03:00,2026-03-14T12:00:00+03:00,1201.01,3399.22,1164.9797,3603.1732,Enerji Açığı
2026-03-14T13:00:00+03:00,2026-03-14T13:00:00+03:00,1429.01,3399.24,1386.1397,3603.1944,Enerji Açığı
2026-03-14T14:00:00+03:00,2026-03-14T14:00:00+03:00,2300.01,3399.28,2231.0097,3603.2368,Enerji Açığı
2026-03-14T15:00:00+03:00,2026-03-14T15:00:00+03:00,2197.99,3399.27,2132.0503,3603.2262,Enerji Açığı
2026-03-14T16:00:00+03:00,2026-03-14T16:00:00+03:00,2300.0,3399.32,2231.0,3603.2792,Enerji Açığı
2026-03-14T17:00:00+03:00,2026-03-14T17:00:00+03:00,2989.98,3399.4,2900.2806,3603.364,Enerji Açığı
2026-03-14T18:00:00+03:00,2026-03-14T18:00:00+03:00,2989.98,3399.92,2900.2806,3603.9152,Enerji Açığı
2026-03-14T19:00:00+03:00,2026-03-14T19:00:00+03:00,3199.47,2257.0,2121.58,3295.4541,Enerji Fazlası
2026-03-14T20:00:00+03:00,2026-03-14T20:00:00+03:00,3300.0,3399.41,3201.0,3603.3746,Enerji Açığı
2026-03-14T21:00:00+03:00,2026-03-14T21:00:00+03:00,2900.01,2257.0,2121.58,2987.0103,Enerji Fazlası
2026-03-14T22:00:00+03:00,2026-03-14T22:00:00+03:00,3009.56,2257.0,2121.58,3099.8468,Enerji Fazlası
2026-03-14T23:00:00+03:00,2026-03-14T23:00:00+03:00,2907.11,1001.0,940.94,2994.3233,Enerji Fazlası
2026-03-15T00:00:00+03:00,2026-03-15T00:00:00+03:00,2800.0,3089.0,2716.0,3274.34,Enerji Açığı
2026-03-15T01:00:00+03:00,2026-03-15T01:00:00+03:00,2399.99,3388.0,2327.9903,3591.28,Enerji Açığı
2026-03-15T02:00:00+03:00,2026-03-15T02:00:00+03:00,1500.0,1500.0,1455.0,1590.0,Enerji Açığı
2026-03-15T03:00:00+03:00,2026-03-15T03:00:00+03:00,1300.0,2271.0,1261.0,2407.26,Enerji Açığı
2026-03-15T04:00:00+03:00,2026-03-15T04:00:00+03:00,1709.2,2271.0,1657.924,2407.26,Enerji Açığı
2026-03-15T05:00:00+03:00,2026-03-15T05:00:00+03:00,1743.99,1743.99,1639.3506,1796.3097,Enerji Fazlası
2026-03-15T06:00:00+03:00,2026-03-15T06:00:00+03:00,1900.0,799.99,751.9906,1957.0,Enerji Fazlası
2026-03-15T07:00:00+03:00,2026-03-15T07:00:00+03:00,1590.0,500.0,470.0,1637.7,Enerji Fazlası
2026-03-15T08:00:00+03:00,2026-03-15T08:00:00+03:00,1600.0,5.0,-106.0,1648.0,Enerji Fazlası
2026-03-15T09:00:00+03:00,2026-03-15T09:00:00+03:00,1600.01,500.0,470.0,1648.0103,Enerji Fazlası
2026-03-15T10:00:00+03:00,2026-03-15T10:00:00+03:00,1201.0,650.0,611.0,1237.03,Enerji Fazlası
2026-03-15T11:00:00+03:00,2026-03-15T11:00:00+03:00,999.99,650.0,611.0,1029.9897,Enerji Fazlası
2026-03-15T12:00:00+03:00,2026-03-15T12:00:00+03:00,1000.01,650.0,611.0,1030.0103,Enerji Fazlası
2026-03-15T13:00:00+03:00,2026-03-15T13:00:00+03:00,1300.0,2082.0,1261.0,2206.92,Enerji Açığı
2026-03-15T14:00:00+03:00,2026-03-15T14:00:00+03:00,1743.99,3100.0,1691.6703,3286.0,Enerji Açığı
2026-03-15T15:00:00+03:00,2026-03-15T15:00:00+03:00,1554.1,2500.0,1507.477,2650.0,Enerji Açığı
2026-03-15T16:00:00+03:00,2026-03-15T16:00:00+03:00,1244.0,2500.0,1206.68,2650.0,Enerji Açığı
2026-03-15T17:00:00+03:00,2026-03-15T17:00:00+03:00,1744.01,1744.01,1639.3694,1796.3303,Enerji Fazlası
2026-03-15T18:00:00+03:00,2026-03-15T18:00:00+03:00,2468.54,1001.0,940.94,2542.5962,Enerji Fazlası
2026-03-15T19:00:00+03:00,2026-03-15T19:00:00+03:00,3199.48,800.0,752.0,3295.4644,Enerji Fazlası
2026-03-15T20:00:00+03:00,2026-03-15T20:00:00+03:00,3400.0,799.99,751.9906,3677.1,Enerji Fazlası
2026-03-15T21:00:00+03:00,2026-03-15T21:00:00+03:00,2946.0,400.0,376.0,3034.38,Enerji Fazlası
2026-03-15T22:00:00+03:00,2026-03-15T22:00:00+03:00,2500.0,400.0,376.0,2575.0,Enerji Fazlası
2026-03-15T23:00:00+03:00,2026-03-15T23:00:00+03:00,1749.99,800.0,752.0,1802.4897,Enerji Fazlası
2026-03-16T00:00:00+03:00,2026-03-16T00:00:00+03:00,1744.01,3000.0,1691.6897,3180.0,Enerji Açığı
2026-03-16T01:00:00+03:00,2026-03-16T01:00:00+03:00,1719.09,1719.09,1667.5173,1822.2354,Enerji Açığı
2026-03-16T02:00:00+03:00,2026-03-16T02:00:00+03:00,1498.01,1715.0,1453.0697,1817.9,Enerji Açığı
2026-03-16T03:00:00+03:00,2026-03-16T03:00:00+03:00,1418.0,1418.0,1375.46,1460.54,Dengede
2026-03-16T04:00:00+03:00,2026-03-16T04:00:00+03:00,1744.0,1744.0,1691.68,1796.32,Dengede
2026-03-16T05:00:00+03:00,2026-03-16T05:00:00+03:00,1744.0,1744.0,1691.68,1796.32,Dengede
2026-03-16T06:00:00+03:00,2026-03-16T06:00:00+03:00,1744.0,1744.0,1639.36,1796.32,Enerji Fazlası
2026-03-16T07:00:00+03:00,2026-03-16T07:00:00+03:00,2400.0,750.0,705.0,2472.0,Enerji Fazlası
2026-03-16T08:00:00+03:00,2026-03-16T08:00:00+03:00,3400.0,3400.0,3298.0,3784.2,Enerji Açığı
2026-03-16T09:00:00+03:00,2026-03-16T09:00:00+03:00,3400.0,3400.0,3298.0,3784.2,Enerji Açığı
2026-03-16T10:00:00+03:00,2026-03-16T10:00:00+03:00,3400.0,3400.0,3298.0,3784.2,Enerji Açığı
2026-03-16T11:00:00+03:00,2026-03-16T11:00:00+03:00,3400.0,3400.0,3298.0,3784.2,Enerji Açığı
2026-03-16T12:00:00+03:00,2026-03-16T12:00:00+03:00,2300.0,1800.0,1692.0,2369.0,Enerji Fazlası
2026-03-16T13:00:00+03:00,2026-03-16T13:00:00+03:00,2797.99,800.0,752.0,2881.9297,Enerji Fazlası
2026-03-16T14:00:00+03:00,2026-03-16T14:00:00+03:00,3219.58,700.0,658.0,3316.1674,Enerji Fazlası
2026-03-16T15:00:00+03:00,2026-03-16T15:00:00+03:00,3200.0,700.0,658.0,3296.0,Enerji Fazlası
2026-03-16T16:00:00+03:00,2026-03-16T16:00:00+03:00,2900.01,400.0,376.0,2987.0103,Enerji Fazlası
2026-03-16T17:00:00+03:00,2026-03-16T17:00:00+03:00,3088.02,800.0,752.0,3180.6606,Enerji Fazlası
2026-03-16T18:00:00+03:00,2026-03-16T18:00:00+03:00,3400.0,2400.0,2256.0,3677.1,Enerji Fazlası
2026-03-16T19:00:00+03:00,2026-03-16T19:00:00+03:00,3400.0,2500.0,2350.0,3677.1,Enerji Fazlası
2026-03-16T20:00:00+03:00,2026-03-16T20:00:00+03:00,3400.0,2500.0,2350.0,3677.1,Enerji Fazlası
2026-03-16T21:00:00+03:00,2026-03-16T21:00:00+03:00,2999.99,2099.99,1973.9906,3089.9897,Enerji Fazlası
2026-03-16T22:00:00+03:00,2026-03-16T22:00:00+03:00,2874.95,2874.95,2788.7015,2961.1985,Dengede
2026-03-16T23:00:00+03:00,2026-03-16T23:00:00+03:00,2200.0,2200.0,2134.0,2266.0,Dengede
2026-03-17T00:00:00+03:00,2026-03-17T00:00:00+03:00,2988.88,2999.0,2899.2136,3178.94,Enerji Açığı
2026-03-17T01:00:00+03:00,2026-03-17T01:00:00+03:00,2900.01,2900.01,2813.0097,3074.0106,Enerji Açığı
2026-03-17T02:00:00+03:00,2026-03-17T02:00:00+03:00,1891.99,993.99,934.3506,1948.7497,Enerji Fazlası
2026-03-17T03:00:00+03:00,2026-03-17T03:00:00+03:00,1743.99,1791.99,1691.6703,1899.5094,Enerji Açığı
2026-03-17T04:00:00+03:00,2026-03-17T04:00:00+03:00,2199.99,2199.99,2133.9903,2265.9897,Dengede
2026-03-17T05:00:00+03:00,2026-03-17T05:00:00+03:00,2200.0,800.0,752.0,2266.0,Enerji Fazlası
2026-03-17T06:00:00+03:00,2026-03-17T06:00:00+03:00,1744.01,800.0,752.0,1796.3303,Enerji Fazlası
2026-03-17T07:00:00+03:00,2026-03-17T07:00:00+03:00,1743.99,5.0,-106.0,1796.3097,Enerji Fazlası
2026-03-17T08:00:00+03:00,2026-03-17T08:00:00+03:00,1891.99,100.0,-106.0,1948.7497,Enerji Fazlası
2026-03-17T09:00:00+03:00,2026-03-17T09:00:00+03:00,1744.01,100.0,-106.0,1796.3303,Enerji Fazlası
2026-03-17T10:00:00+03:00,2026-03-17T10:00:00+03:00,1050.0,5.0,-106.0,1081.5,Enerji Fazlası
2026-03-17T11:00:00+03:00,2026-03-17T11:00:00+03:00,1000.0,0.0,-106.0,1030.0,Enerji Fazlası
2026-03-17T12:00:00+03:00,2026-03-17T12:00:00+03:00,241.41,0.0,-106.0,248.6523,Enerji Fazlası
2026-03-17T13:00:00+03:00,2026-03-17T13:00:00+03:00,300.0,0.0,-106.0,309.0,Enerji Fazlası
2026-03-17T14:00:00+03:00,2026-03-17T14:00:00+03:00,1000.0,0.0,-106.0,1030.0,Enerji Fazlası
2026-03-17T15:00:00+03:00,2026-03-17T15:00:00+03:00,1000.01,800.0,752.0,1030.0103,Enerji Fazlası
2026-03-17T16:00:00+03:00,2026-03-17T16:00:00+03:00,1744.0,744.0,699.36,1796.32,Enerji Fazlası
2026-03-17T17:00:00+03:00,2026-03-17T17:00:00+03:00,2789.7,800.0,752.0,2873.391,Enerji Fazlası
2026-03-17T18:00:00+03:00,2026-03-17T18:00:00+03:00,2988.89,3399.5,2899.2233,3603.47,Enerji Açığı
2026-03-17T19:00:00+03:00,2026-03-17T19:00:00+03:00,3000.01,3399.9,2910.0097,3603.894,Enerji Açığı
2026-03-17T20:00:00+03:00,2026-03-17T20:00:00+03:00,3227.0,3399.31,3130.19,3603.2686,Enerji Açığı
2026-03-17T21:00:00+03:00,2026-03-17T21:00:00+03:00,2900.0,3399.5,2813.0,3603.47,Enerji Açığı
2026-03-17T22:00:00+03:00,2026-03-17T22:00:00+03:00,2784.0,2784.0,2700.48,2867.52,Dengede
2026-03-17T23:00:00+03:00,2026-03-17T23:00:00+03:00,1833.71,833.71,783.6874,1888.7213,Enerji Fazlası
2026-03-18T00:00:00+03:00,2026-03-18T00:00:00+03:00,2047.61,2050.0,1986.1817,2173.0,Enerji Açığı
2026-03-18T01:00:00+03:00,2026-03-18T01:00:00+03:00,1744.0,799.99,751.9906,1796.32,Enerji Fazlası
2026-03-18T02:00:00+03:00,2026-03-18T02:00:00+03:00,1699.99,715.0,672.1,1750.9897,Enerji Fazlası
2026-03-18T03:00:00+03:00,2026-03-18T03:00:00+03:00,1600.01,1110.12,1043.5128,1648.0103,Enerji Fazlası
2026-03-18T04:00:00+03:00,2026-03-18T04:00:00+03:00,1800.01,1805.01,1746.0097,1913.3106,Enerji Açığı
2026-03-18T05:00:00+03:00,2026-03-18T05:00:00+03:00,2199.99,2199.99,2133.9903,2265.9897,Dengede
2026-03-18T06:00:00+03:00,2026-03-18T06:00:00+03:00,1743.99,754.1,708.854,1796.3097,Enerji Fazlası
2026-03-18T07:00:00+03:00,2026-03-18T07:00:00+03:00,1300.0,80.0,-106.0,1339.0,Enerji Fazlası
2026-03-18T08:00:00+03:00,2026-03-18T08:00:00+03:00,1743.99,0.0,-106.0,1796.3097,Enerji Fazlası
2026-03-18T09:00:00+03:00,2026-03-18T09:00:00+03:00,1719.09,80.0,-106.0,1770.6627,Enerji Fazlası
2026-03-18T10:00:00+03:00,2026-03-18T10:00:00+03:00,1744.0,100.0,-106.0,1796.32,Enerji Fazlası
2026-03-18T11:00:00+03:00,2026-03-18T11:00:00+03:00,1429.0,0.0,-106.0,1471.87,Enerji Fazlası
2026-03-18T12:00:00+03:00,2026-03-18T12:00:00+03:00,900.0,0.0,-106.0,927.0,Enerji Fazlası
2026-03-18T13:00:00+03:00,2026-03-18T13:00:00+03:00,999.99,1430.0,969.9903,1515.8,Enerji Açığı
2026-03-18T14:00:00+03:00,2026-03-18T14:00:00+03:00,1743.99,2800.0,1691.6703,2968.0,Enerji Açığı
2026-03-18T15:00:00+03:00,2026-03-18T15:00:00+03:00,1499.99,1730.0,1454.9903,1833.8,Enerji Açığı
2026-03-18T16:00:00+03:00,2026-03-18T16:00:00+03:00,1743.99,500.0,470.0,1796.3097,Enerji Fazlası
2026-03-18T17:00:00+03:00,2026-03-18T17:00:00+03:00,1743.99,3200.01,1691.6703,3392.0106,Enerji Açığı
2026-03-18T18:00:00+03:00,2026-03-18T18:00:00+03:00,1999.99,3288.0,1939.9903,3485.28,Enerji Açığı
2026-03-18T19:00:00+03:00,2026-03-18T19:00:00+03:00,1891.99,3200.0,1835.2303,3392.0,Enerji Açığı
2026-03-18T20:00:00+03:00,2026-03-18T20:00:00+03:00,1744.01,1716.01,1613.0494,1796.3303,Enerji Fazlası
2026-03-18T21:00:00+03:00,2026-03-18T21:00:00+03:00,2199.99,890.0,836.6,2265.9897,Enerji Fazlası
2026-03-18T22:00:00+03:00,2026-03-18T22:00:00+03:00,1429.0,100.0,-106.0,1471.87,Enerji Fazlası
2026-03-18T23:00:00+03:00,2026-03-18T23:00:00+03:00,700.0,80.0,-106.0,721.0,Enerji Fazlası
2026-03-19T00:00:00+03:00,2026-03-19T00:00:00+03:00,859.12,2500.0,833.3464,2650.0,Enerji Açığı
2026-03-19T01:00:00+03:00,2026-03-19T01:00:00+03:00,355.99,2500.0,345.3103,2650.0,Enerji Açığı
2026-03-19T02:00:00+03:00,2026-03-19T02:00:00+03:00,263.0,2500.0,255.11,2650.0,Enerji Açığı
2026-03-19T03:00:00+03:00,2026-03-19T03:00:00+03:00,236.99,2450.0,229.8803,2597.0,Enerji Açığı
2026-03-19T04:00:00+03:00,2026-03-19T04:00:00+03:00,240.01,2450.0,232.8097,2597.0,Enerji Açığı
2026-03-19T05:00:00+03:00,2026-03-19T05:00:00+03:00,235.01,235.01,220.9094,242.0603,Enerji Fazlası
2026-03-19T06:00:00+03:00,2026-03-19T06:00:00+03:00,230.0,0.0,-106.0,236.9,Enerji Fazlası
2026-03-19T07:00:00+03:00,2026-03-19T07:00:00+03:00,171.39,0.0,-106.0,176.5317,Enerji Fazlası
2026-03-19T08:00:00+03:00,2026-03-19T08:00:00+03:00,189.99,0.0,-106.0,195.6897,Enerji Fazlası
2026-03-19T09:00:00+03:00,2026-03-19T09:00:00+03:00,189.99,0.0,-106.0,195.6897,Enerji Fazlası
2026-03-19T10:00:00+03:00,2026-03-19T10:00:00+03:00,171.4,0.0,-106.0,176.542,Enerji Fazlası
2026-03-19T11:00:00+03:00,2026-03-19T11:00:00+03:00,171.39,0.0,-106.0,176.5317,Enerji Fazlası
2026-03-19T12:00:00+03:00,2026-03-19T12:00:00+03:00,171.01,0.0,-106.0,176.1403,Enerji Fazlası
2026-03-19T13:00:00+03:00,2026-03-19T13:00:00+03:00,171.02,0.0,-106.0,176.1506,Enerji Fazlası
2026-03-19T14:00:00+03:00,2026-03-19T14:00:00+03:00,171.4,0.0,-106.0,176.542,Enerji Fazlası
2026-03-19T15:00:00+03:00,2026-03-19T15:00:00+03:00,194.49,984.38,188.6553,1043.4428,Enerji Açığı
2026-03-19T16:00:00+03:00,2026-03-19T16:00:00+03:00,235.0,2450.0,227.95,2597.0,Enerji Açığı
2026-03-19T17:00:00+03:00,2026-03-19T17:00:00+03:00,600.01,2500.0,582.0097,2650.0,Enerji Açığı
2026-03-19T18:00:00+03:00,2026-03-19T18:00:00+03:00,1275.0,2500.0,1236.75,2650.0,Enerji Açığı
2026-03-19T19:00:00+03:00,2026-03-19T19:00:00+03:00,1600.0,1600.0,1504.0,1648.0,Enerji Fazlası
2026-03-19T20:00:00+03:00,2026-03-19T20:00:00+03:00,1743.99,1743.99,1639.3506,1796.3097,Enerji Fazlası
2026-03-19T21:00:00+03:00,2026-03-19T21:00:00+03:00,1489.0,2500.0,1444.33,2650.0,Enerji Açığı
2026-03-19T22:00:00+03:00,2026-03-19T22:00:00+03:00,230.0,2500.0,223.1,2650.0,Enerji Açığı
2026-03-19T23:00:00+03:00,2026-03-19T23:00:00+03:00,175.0,2500.0,169.75,2650.0,Enerji Açığı
2026-03-20T00:00:00+03:00,2026-03-20T00:00:00+03:00,171.02,2880.0,165.8894,3052.8,Enerji Açığı
2026-03-20T01:00:00+03:00,2026-03-20T01:00:00+03:00,139.99,3100.0,-103.0,3286.0,Enerji Açığı
2026-03-20T02:00:00+03:00,2026-03-20T02:00:00+03:00,0.0,2249.0,-103.0,2383.94,Enerji Açığı
2026-03-20T03:00:00+03:00,2026-03-20T03:00:00+03:00,0.0,2249.0,-103.0,2383.94,Enerji Açığı
2026-03-20T04:00:00+03:00,2026-03-20T04:00:00+03:00,0.0,1855.85,-103.0,1967.201,Enerji Açığı
2026-03-20T05:00:00+03:00,2026-03-20T05:00:00+03:00,0.02,1000.0,-103.0,1060.0,Enerji Açığı
2026-03-20T06:00:00+03:00,2026-03-20T06:00:00+03:00,164.91,2400.0,159.9627,2544.0,Enerji Açığı
2026-03-20T07:00:00+03:00,2026-03-20T07:00:00+03:00,160.01,2900.0,155.2097,3074.0,Enerji Açığı
2026-03-20T08:00:00+03:00,2026-03-20T08:00:00+03:00,155.11,2249.0,150.4567,2383.94,Enerji Açığı
2026-03-20T09:00:00+03:00,2026-03-20T09:00:00+03:00,163.35,1700.0,158.4495,1802.0,Enerji Açığı
2026-03-20T10:00:00+03:00,2026-03-20T10:00:00+03:00,100.01,100.01,-106.0,154.5,Enerji Fazlası
2026-03-20T11:00:00+03:00,2026-03-20T11:00:00+03:00,0.0,0.0,-106.0,154.5,Enerji Fazlası
2026-03-20T12:00:00+03:00,2026-03-20T12:00:00+03:00,0.0,0.0,-106.0,154.5,Enerji Fazlası
2026-03-20T13:00:00+03:00,2026-03-20T13:00:00+03:00,0.0,0.0,-106.0,154.5,Enerji Fazlası
2026-03-20T14:00:00+03:00,2026-03-20T14:00:00+03:00,0.0,0.0,-106.0,154.5,Enerji Fazlası
2026-03-20T15:00:00+03:00,2026-03-20T15:00:00+03:00,0.0,0.0,-106.0,154.5,Enerji Fazlası
2026-03-20T16:00:00+03:00,2026-03-20T16:00:00+03:00,164.9,0.0,-106.0,169.847,Enerji Fazlası
2026-03-20T17:00:00+03:00,2026-03-20T17:00:00+03:00,189.99,0.0,-106.0,195.6897,Enerji Fazlası
2026-03-20T18:00:00+03:00,2026-03-20T18:00:00+03:00,240.01,1000.0,232.8097,1060.0,Enerji Açığı
2026-03-20T19:00:00+03:00,2026-03-20T19:00:00+03:00,250.0,2249.0,242.5,2383.94,Enerji Açığı
2026-03-20T20:00:00+03:00,2026-03-20T20:00:00+03:00,300.01,2249.0,291.0097,2383.94,Enerji Açığı
2026-03-20T21:00:00+03:00,2026-03-20T21:00:00+03:00,250.0,2249.0,242.5,2383.94,Enerji Açığı
2026-03-20T22:00:00+03:00,2026-03-20T22:00:00+03:00,174.99,1855.85,169.7403,1967.201,Enerji Açığı
2026-03-20T23:00:00+03:00,2026-03-20T23:00:00+03:00,170.0,1429.0,164.9,1514.74,Enerji Açığı
2026-03-21T00:00:00+03:00,2026-03-21T00:00:00+03:00,240.0,239.0,224.66,247.2,Enerji Fazlası
2026-03-21T01:00:00+03:00,2026-03-21T01:00:00+03:00,200.0,0.0,-106.0,206.0,Enerji Fazlası
2026-03-21T02:00:00+03:00,2026-03-21T02:00:00+03:00,171.01,1000.0,165.8797,1060.0,Enerji Açığı
2026-03-21T03:00:00+03:00,2026-03-21T03:00:00+03:00,170.01,1690.0,164.9097,1791.4,Enerji Açığı
2026-03-21T04:00:00+03:00,2026-03-21T04:00:00+03:00,164.95,1400.0,160.0015,1484.0,Enerji Açığı
2026-03-21T05:00:00+03:00,2026-03-21T05:00:00+03:00,170.0,1684.0,164.9,1785.04,Enerji Açığı
2026-03-21T06:00:00+03:00,2026-03-21T06:00:00+03:00,171.0,2900.0,165.87,3074.0,Enerji Açığı
2026-03-21T07:00:00+03:00,2026-03-21T07:00:00+03:00,171.0,71.0,-106.0,176.13,Enerji Fazlası
2026-03-21T08:00:00+03:00,2026-03-21T08:00:00+03:00,171.01,0.0,-106.0,176.1403,Enerji Fazlası
2026-03-21T09:00:00+03:00,2026-03-21T09:00:00+03:00,170.01,0.0,-106.0,175.1103,Enerji Fazlası
2026-03-21T10:00:00+03:00,2026-03-21T10:00:00+03:00,170.01,0.0,-106.0,175.1103,Enerji Fazlası
2026-03-21T11:00:00+03:00,2026-03-21T11:00:00+03:00,170.0,0.0,-106.0,175.1,Enerji Fazlası
2026-03-21T12:00:00+03:00,2026-03-21T12:00:00+03:00,164.91,0.0,-106.0,169.8573,Enerji Fazlası
2026-03-21T13:00:00+03:00,2026-03-21T13:00:00+03:00,170.0,0.0,-106.0,175.1,Enerji Fazlası
2026-03-21T14:00:00+03:00,2026-03-21T14:00:00+03:00,164.91,0.0,-106.0,169.8573,Enerji Fazlası
2026-03-21T15:00:00+03:00,2026-03-21T15:00:00+03:00,171.0,0.0,-106.0,176.13,Enerji Fazlası
2026-03-21T16:00:00+03:00,2026-03-21T16:00:00+03:00,200.01,0.0,-106.0,206.0103,Enerji Fazlası
2026-03-21T17:00:00+03:00,2026-03-21T17:00:00+03:00,300.01,0.0,-106.0,309.0103,Enerji Fazlası
2026-03-21T18:00:00+03:00,2026-03-21T18:00:00+03:00,900.0,0.0,-106.0,927.0,Enerji Fazlası
2026-03-21T19:00:00+03:00,2026-03-21T19:00:00+03:00,1000.0,1.0,-106.0,1030.0,Enerji Fazlası
2026-03-21T20:00:00+03:00,2026-03-21T20:00:00+03:00,1891.99,1666.99,1566.9706,1948.7497,Enerji Fazlası
2026-03-21T21:00:00+03:00,2026-03-21T21:00:00+03:00,1499.99,1499.99,1454.9903,1589.9894,Enerji Açığı
2026-03-21T22:00:00+03:00,2026-03-21T22:00:00+03:00,271.0,271.0,254.74,279.13,Enerji Fazlası
2026-03-21T23:00:00+03:00,2026-03-21T23:00:00+03:00,250.0,250.0,235.0,257.5,Enerji Fazlası
2026-03-22T00:00:00+03:00,2026-03-22T00:00:00+03:00,356.0,1062.0,345.32,1125.72,Enerji Açığı
2026-03-22T01:00:00+03:00,2026-03-22T01:00:00+03:00,249.99,0.0,-106.0,257.4897,Enerji Fazlası
2026-03-22T02:00:00+03:00,2026-03-22T02:00:00+03:00,200.0,0.0,-106.0,206.0,Enerji Fazlası
2026-03-22T03:00:00+03:00,2026-03-22T03:00:00+03:00,189.99,0.0,-106.0,195.6897,Enerji Fazlası
2026-03-22T04:00:00+03:00,2026-03-22T04:00:00+03:00,175.0,0.0,-106.0,180.25,Enerji Fazlası
2026-03-22T05:00:00+03:00,2026-03-22T05:00:00+03:00,189.99,0.0,-106.0,195.6897,Enerji Fazlası
2026-03-22T06:00:00+03:00,2026-03-22T06:00:00+03:00,240.0,0.0,-106.0,247.2,Enerji Fazlası
2026-03-22T07:00:00+03:00,2026-03-22T07:00:00+03:00,227.0,0.0,-106.0,233.81,Enerji Fazlası
2026-03-22T08:00:00+03:00,2026-03-22T08:00:00+03:00,180.07,0.0,-106.0,185.4721,Enerji Fazlası
2026-03-22T09:00:00+03:00,2026-03-22T09:00:00+03:00,171.01,0.0,-106.0,176.1403,Enerji Fazlası
2026-03-22T10:00:00+03:00,2026-03-22T10:00:00+03:00,171.0,0.0,-106.0,176.13,Enerji Fazlası
2026-03-22T11:00:00+03:00,2026-03-22T11:00:00+03:00,171.01,1429.0,165.8797,1514.74,Enerji Açığı
2026-03-22T12:00:00+03:00,2026-03-22T12:00:00+03:00,174.99,3250.0,169.7403,3445.0,Enerji Açığı
2026-03-22T13:00:00+03:00,2026-03-22T13:00:00+03:00,190.0,3200.02,184.3,3392.0212,Enerji Açığı
2026-03-22T14:00:00+03:00,2026-03-22T14:00:00+03:00,200.01,1855.85,194.0097,1967.201,Enerji Açığı
2026-03-22T15:00:00+03:00,2026-03-22T15:00:00+03:00,251.0,0.0,-106.0,258.53,Enerji Fazlası
2026-03-22T16:00:00+03:00,2026-03-22T16:00:00+03:00,1000.0,0.0,-106.0,1030.0,Enerji Fazlası
2026-03-22T17:00:00+03:00,2026-03-22T17:00:00+03:00,2390.01,0.0,-106.0,2461.7103,Enerji Fazlası
2026-03-22T18:00:00+03:00,2026-03-22T18:00:00+03:00,2595.01,900.0,846.0,2672.8603,Enerji Fazlası
2026-03-22T19:00:00+03:00,2026-03-22T19:00:00+03:00,2399.99,3250.0,2327.9903,3445.0,Enerji Açığı
2026-03-22T20:00:00+03:00,2026-03-22T20:00:00+03:00,1499.93,3000.0,1454.9321,3180.0,Enerji Açığı
2026-03-22T21:00:00+03:00,2026-03-22T21:00:00+03:00,1499.99,2800.0,1454.9903,2968.0,Enerji Açığı
2026-03-22T22:00:00+03:00,2026-03-22T22:00:00+03:00,1700.0,2041.43,1649.0,2163.9158,Enerji Açığı
2026-03-22T23:00:00+03:00,2026-03-22T23:00:00+03:00,1200.0,1855.85,1164.0,1967.201,Enerji Açığı
2026-03-23T00:00:00+03:00,2026-03-23T00:00:00+03:00,300.01,0.0,-106.0,309.0103,Enerji Fazlası
2026-03-23T01:00:00+03:00,2026-03-23T01:00:00+03:00,251.0,0.0,-106.0,258.53,Enerji Fazlası
2026-03-23T02:00:00+03:00,2026-03-23T02:00:00+03:00,237.0,1.0,-106.0,244.11,Enerji Fazlası
2026-03-23T03:00:00+03:00,2026-03-23T03:00:00+03:00,231.01,0.0,-106.0,237.9403,Enerji Fazlası
2026-03-23T04:00:00+03:00,2026-03-23T04:00:00+03:00,234.99,0.0,-106.0,242.0397,Enerji Fazlası
2026-03-23T05:00:00+03:00,2026-03-23T05:00:00+03:00,250.1,9.0,-106.0,257.603,Enerji Fazlası
